wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
dolnośląskie;średzki;10;1.81;0;0;0;2;614;30;11;19;0;t0218;2020-11-28
dolnośląskie;świdnicki;22;1.41;0;0;0;0;1357;66;22;44;0;t0219;2020-11-28
dolnośląskie;trzebnicki;45;5.27;3;0;3;1;970;114;49;64;1;t0220;2020-11-28
dolnośląskie;wałbrzyski;26;4.69;0;0;0;0;430;67;27;40;0;t0221;2020-11-28
dolnośląskie;wołowski;35;7.49;2;0;2;0;700;71;37;34;0;t0222;2020-11-28
dolnośląskie;wrocławski;47;3.05;0;0;0;1;1521;141;48;91;2;t0223;2020-11-28
dolnośląskie;ząbkowicki;16;2.48;0;0;0;0;468;51;17;30;4;t0224;2020-11-28
dolnośląskie;zgorzelecki;3;0.34;0;0;0;2;819;7;3;4;0;t0225;2020-11-28
dolnośląskie;złotoryjski;14;3.24;0;0;0;0;435;40;14;20;6;t0226;2020-11-28
dolnośląskie;Jelenia Góra;29;3.68;0;0;0;1;668;74;30;42;2;t0261;2020-11-28
dolnośląskie;Legnica;19;1.92;0;0;0;0;819;85;20;47;18;t0262;2020-11-28
dolnośląskie;Wrocław;168;2.61;0;0;0;3;3966;745;179;555;11;t0264;2020-11-28
dolnośląskie;Wałbrzych;48;4.34;0;0;0;0;850;157;50;105;2;t0265;2020-11-28
kujawsko-pomorskie;aleksandrowski;8;1.45;0;0;0;14;483;19;8;11;0;t0401;2020-11-28
kujawsko-pomorskie;brodnicki;12;1.52;0;0;0;4;682;45;15;25;5;t0402;2020-11-28
kujawsko-pomorskie;bydgoski;51;4.27;0;0;0;4;1334;142;51;81;10;t0403;2020-11-28
kujawsko-pomorskie;chełmiński;19;3.67;1;0;1;2;654;63;19;37;7;t0404;2020-11-28
kujawsko-pomorskie;golubsko-dobrzyński;0;0.0;0;0;0;1;408;9;0;9;0;t0405;2020-11-28
kujawsko-pomorskie;grudziądzki;17;4.23;0;0;0;0;429;54;17;36;1;t0406;2020-11-28
kujawsko-pomorskie;inowrocławski;83;5.21;0;0;0;3;1536;180;86;81;13;t0407;2020-11-28
kujawsko-pomorskie;lipnowski;9;1.37;0;0;0;0;593;50;10;33;7;t0408;2020-11-28
kujawsko-pomorskie;mogileński;18;3.95;0;0;0;0;511;49;19;30;0;t0409;2020-11-28
kujawsko-pomorskie;nakielski;9;1.04;0;0;0;4;1076;48;11;33;4;t0410;2020-11-28
kujawsko-pomorskie;radziejowski;9;2.24;0;0;0;0;443;28;10;17;1;t0411;2020-11-28
kujawsko-pomorskie;rypiński;10;2.3;0;0;0;0;333;37;10;27;0;t0412;2020-11-28
kujawsko-pomorskie;sępoleński;15;3.67;4;0;4;0;700;72;15;55;2;t0413;2020-11-28
kujawsko-pomorskie;świecki;41;4.14;0;0;0;2;1229;101;42;53;6;t0414;2020-11-28
kujawsko-pomorskie;toruński;23;2.11;0;0;0;3;1394;84;23;45;16;t0415;2020-11-28
kujawsko-pomorskie;tucholski;5;1.03;0;0;0;0;601;20;5;14;1;t0416;2020-11-28
kujawsko-pomorskie;wąbrzeski;1;0.29;0;0;0;0;404;13;2;11;0;t0417;2020-11-28
kujawsko-pomorskie;włocławski;41;4.77;0;0;0;0;714;142;44;87;11;t0418;2020-11-28
kujawsko-pomorskie;żniński;32;4.57;0;0;0;1;771;101;32;68;1;t0419;2020-11-28
kujawsko-pomorskie;Bydgoszcz;121;3.49;0;0;0;22;3024;483;125;324;34;t0461;2020-11-28
kujawsko-pomorskie;Grudziądz;24;2.55;2;0;2;0;976;77;25;38;14;t0462;2020-11-28
kujawsko-pomorskie;Toruń;46;2.29;7;1;6;16;1790;109;47;55;7;t0463;2020-11-28
kujawsko-pomorskie;Włocławek;29;2.65;0;0;0;0;840;114;29;76;9;t0464;2020-11-28
lubelskie;bialski;49;4.44;8;3;5;5;1033;125;49;74;2;t0601;2020-11-28
lubelskie;biłgorajski;16;1.59;0;0;0;0;556;120;18;96;6;t0602;2020-11-28
lubelskie;chełmski;24;3.09;1;1;0;0;635;55;27;28;0;t0603;2020-11-28
lubelskie;hrubieszowski;13;2.08;1;0;1;0;647;61;13;45;3;t0604;2020-11-28
lubelskie;janowski;9;1.98;0;0;0;0;265;33;9;23;1;t0605;2020-11-28
lubelskie;krasnostawski;30;4.77;0;0;0;0;694;61;32;24;5;t0606;2020-11-28
lubelskie;kraśnicki;16;1.68;1;0;1;0;661;81;21;59;1;t0607;2020-11-28
lubelskie;lubartowski;31;3.52;0;0;0;0;866;98;33;63;2;t0608;2020-11-28
lubelskie;lubelski;64;4.1;0;0;0;0;1726;162;72;89;1;t0609;2020-11-28
lubelskie;łęczyński;13;2.27;1;0;1;1;535;43;15;28;0;t0610;2020-11-28
lubelskie;łukowski;20;1.88;0;0;0;1;698;67;21;46;0;t0611;2020-11-28
lubelskie;opolski;23;3.9;0;0;0;0;439;41;23;18;0;t0612;2020-11-28
lubelskie;parczewski;6;1.73;1;0;1;0;238;24;6;18;0;t0613;2020-11-28
lubelskie;puławski;39;3.46;0;0;0;1;921;102;42;60;0;t0614;2020-11-28
lubelskie;radzyński;7;1.19;1;0;1;0;439;25;7;18;0;t0615;2020-11-28
lubelskie;rycki;10;1.79;0;0;0;2;391;41;11;30;0;t0616;2020-11-28
lubelskie;świdnicki;44;6.13;1;0;1;3;989;95;45;49;1;t0617;2020-11-28
lubelskie;tomaszowski;2;0.24;0;0;0;1;525;16;2;14;0;t0618;2020-11-28
lubelskie;włodawski;18;4.71;0;0;0;0;213;40;18;21;1;t0619;2020-11-28
lubelskie;zamojski;19;1.8;1;0;1;2;644;49;19;29;1;t0620;2020-11-28
lubelskie;Biała Podlaska;27;4.72;2;0;2;2;779;76;29;42;5;t0661;2020-11-28
lubelskie;Chełm;26;4.22;2;0;2;0;618;66;27;33;6;t0662;2020-11-28
lubelskie;Lublin;101;2.97;3;0;3;1;2893;379;108;265;6;t0663;2020-11-28
lubelskie;Zamość;15;2.37;2;0;2;1;402;65;17;45;3;t0664;2020-11-28
lubuskie;gorzowski;41;5.69;1;0;1;0;756;76;43;33;0;t0801;2020-11-28
lubuskie;krośnieński;20;3.66;0;0;0;3;714;49;21;25;3;t0802;2020-11-28
lubuskie;międzyrzecki;21;3.66;0;0;0;1;593;54;21;31;2;t0803;2020-11-28
lubuskie;nowosolski;19;2.21;1;1;0;3;620;39;19;20;0;t0804;2020-11-28
lubuskie;słubicki;14;2.99;0;0;0;0;687;37;14;22;1;t0805;2020-11-28
lubuskie;strzelecko-drezdenecki;10;2.05;0;0;0;0;381;23;10;13;0;t0806;2020-11-28
lubuskie;sulęciński;15;4.27;0;0;0;1;443;57;19;36;2;t0807;2020-11-28
lubuskie;świebodziński;11;1.98;0;0;0;0;698;48;12;36;0;t0808;2020-11-28
lubuskie;zielonogórski;23;3.04;0;0;0;0;661;58;24;32;2;t0809;2020-11-28
lubuskie;żagański;31;3.94;0;0;0;0;881;78;34;35;9;t0810;2020-11-28
lubuskie;żarski;26;2.71;0;0;0;0;852;91;29;56;6;t0811;2020-11-28
lubuskie;wschowski;9;2.32;1;1;0;0;262;20;9;11;0;t0812;2020-11-28
lubuskie;Gorzów Wielkopolski;84;6.81;3;1;2;1;1230;190;87;103;0;t0861;2020-11-28
lubuskie;Zielona Góra;49;3.47;0;0;0;2;975;151;57;89;5;t0862;2020-11-28
łódzkie;bełchatowski;45;3.99;0;0;0;1;790;117;50;66;1;t1001;2020-11-28
łódzkie;kutnowski;41;4.27;0;0;0;0;782;112;41;68;3;t1002;2020-11-28
łódzkie;łaski;13;2.61;0;0;0;0;367;32;13;19;0;t1003;2020-11-28
łódzkie;łęczycki;12;2.42;2;0;2;0;453;42;15;21;6;t1004;2020-11-28
łódzkie;łowicki;21;2.7;3;0;3;1;720;71;21;50;0;t1005;2020-11-28
łódzkie;łódzki wschodni;23;3.18;0;0;0;3;726;95;25;70;0;t1006;2020-11-28
łódzkie;opoczyński;2;0.26;0;0;0;0;306;33;2;30;1;t1007;2020-11-28
łódzkie;pabianicki;51;4.28;12;0;12;5;1110;155;52;98;5;t1008;2020-11-28
łódzkie;pajęczański;11;2.15;0;0;0;0;400;26;12;11;3;t1009;2020-11-28
łódzkie;piotrkowski;18;1.97;0;0;0;0;513;61;18;42;1;t1010;2020-11-28
łódzkie;poddębicki;14;3.41;10;0;10;2;403;58;18;39;1;t1011;2020-11-28
łódzkie;radomszczański;18;1.6;3;0;3;0;816;68;22;42;4;t1012;2020-11-28
łódzkie;rawski;11;2.27;0;0;0;0;430;28;11;16;1;t1013;2020-11-28
łódzkie;sieradzki;40;3.41;0;0;0;3;1014;114;41;69;4;t1014;2020-11-28
łódzkie;skierniewicki;9;2.36;0;0;0;0;359;22;9;13;0;t1015;2020-11-28
łódzkie;tomaszowski;17;1.46;0;0;0;1;921;80;19;59;2;t1016;2020-11-28
łódzkie;wieluński;15;1.97;1;1;0;2;399;57;19;36;2;t1017;2020-11-28
łódzkie;wieruszowski;13;3.09;0;0;0;1;222;35;14;21;0;t1018;2020-11-28
łódzkie;zduńskowolski;34;5.13;6;2;4;2;548;79;34;45;0;t1019;2020-11-28
łódzkie;zgierski;45;2.71;0;0;0;1;1534;189;50;136;3;t1020;2020-11-28
łódzkie;brzeziński;7;2.27;0;0;0;0;261;25;7;18;0;t1021;2020-11-28
łódzkie;Łódź;349;5.15;0;0;0;9;5181;1167;372;780;15;t1061;2020-11-28
łódzkie;Piotrków Trybunalski;18;2.47;0;0;0;1;383;65;18;47;0;t1062;2020-11-28
łódzkie;Skierniewice;12;2.5;0;0;0;0;455;37;12;25;0;t1063;2020-11-28
małopolskie;bocheński;16;1.5;0;0;0;0;723;197;16;178;3;t1201;2020-11-28
małopolskie;brzeski;10;1.07;0;0;0;1;640;71;11;60;0;t1202;2020-11-28
małopolskie;chrzanowski;15;1.21;0;0;0;0;896;86;17;69;0;t1203;2020-11-28
małopolskie;dąbrowski;6;1.01;0;0;0;0;309;56;9;47;0;t1204;2020-11-28
małopolskie;gorlicki;18;1.65;0;0;0;0;521;112;20;86;6;t1205;2020-11-28
małopolskie;krakowski;56;2.0;0;0;0;1;2161;246;58;185;3;t1206;2020-11-28
małopolskie;limanowski;4;0.3;0;0;0;0;356;81;7;69;5;t1207;2020-11-28
małopolskie;miechowski;3;0.62;0;0;0;0;194;57;4;49;4;t1208;2020-11-28
małopolskie;myślenicki;22;1.72;0;0;0;1;683;152;23;125;4;t1209;2020-11-28
małopolskie;nowosądecki;13;0.6;0;0;0;0;776;131;14;112;5;t1210;2020-11-28
małopolskie;nowotarski;2;0.1;0;0;0;0;229;46;2;43;1;t1211;2020-11-28
małopolskie;olkuski;13;1.17;2;0;2;0;681;78;13;63;2;t1212;2020-11-28
małopolskie;oświęcimski;14;0.91;0;0;0;0;724;78;14;63;1;t1213;2020-11-28
małopolskie;proszowicki;5;1.16;0;0;0;0;242;33;5;28;0;t1214;2020-11-28
małopolskie;suski;29;3.44;0;0;0;0;587;102;30;69;3;t1215;2020-11-28
małopolskie;tarnowski;21;1.04;0;0;0;0;975;97;24;69;4;t1216;2020-11-28
małopolskie;tatrzański;9;1.32;0;0;0;0;131;37;9;28;0;t1217;2020-11-28
małopolskie;wadowicki;14;0.88;0;0;0;0;960;87;16;71;0;t1218;2020-11-28
małopolskie;wielicki;16;1.23;0;0;0;0;877;77;16;58;3;t1219;2020-11-28
małopolskie;Kraków;132;1.69;7;7;0;1;4284;803;139;641;23;t1261;2020-11-28
małopolskie;Nowy Sącz;14;1.67;0;0;0;1;279;76;14;60;2;t1262;2020-11-28
małopolskie;Tarnów;18;1.66;0;0;0;0;483;78;20;55;3;t1263;2020-11-28
mazowieckie;białobrzeski;4;1.2;0;0;0;1;287;18;6;11;1;t1401;2020-11-28
mazowieckie;ciechanowski;25;2.8;4;0;4;1;657;152;33;109;10;t1402;2020-11-28
mazowieckie;garwoliński;13;1.19;2;0;2;0;563;76;14;59;3;t1403;2020-11-28
mazowieckie;gostyniński;11;2.46;1;0;1;0;306;37;11;25;1;t1404;2020-11-28
mazowieckie;grodziski;37;3.83;2;0;2;0;1203;107;40;67;0;t1405;2020-11-28
mazowieckie;grójecki;15;1.53;2;0;2;2;1348;57;17;37;3;t1406;2020-11-28
mazowieckie;kozienicki;15;2.51;1;0;1;0;574;56;17;39;0;t1407;2020-11-28
mazowieckie;legionowski;16;1.34;1;0;1;0;1187;66;19;45;2;t1408;2020-11-28
mazowieckie;lipski;14;4.15;1;0;1;0;230;39;15;20;4;t1409;2020-11-28
mazowieckie;łosicki;2;0.65;0;0;0;0;247;11;2;9;0;t1410;2020-11-28
mazowieckie;makowski;5;1.12;0;0;0;0;215;19;5;13;1;t1411;2020-11-28
mazowieckie;miński;62;4.0;0;0;0;0;1539;179;66;106;7;t1412;2020-11-28
mazowieckie;mławski;12;1.66;4;0;4;0;619;57;13;43;1;t1413;2020-11-28
mazowieckie;nowodworski;13;1.64;2;0;2;0;617;42;13;29;0;t1414;2020-11-28
mazowieckie;ostrołęcki;10;1.13;1;0;1;0;528;47;10;36;1;t1415;2020-11-28
mazowieckie;ostrowski;11;1.53;1;0;1;0;671;42;12;29;1;t1416;2020-11-28
mazowieckie;otwocki;39;3.13;0;0;0;1;1362;147;44;98;5;t1417;2020-11-28
mazowieckie;piaseczyński;68;3.59;2;0;2;1;2061;229;77;146;6;t1418;2020-11-28
mazowieckie;płocki;38;3.43;1;0;1;0;1069;103;44;54;5;t1419;2020-11-28
mazowieckie;płoński;40;4.6;0;0;0;0;928;171;45;116;10;t1420;2020-11-28
mazowieckie;pruszkowski;54;3.24;1;0;1;4;1872;229;58;166;5;t1421;2020-11-28
mazowieckie;przasnyski;16;3.06;0;0;0;0;478;58;20;38;0;t1422;2020-11-28
mazowieckie;przysuski;1;0.24;0;0;0;0;248;17;3;14;0;t1423;2020-11-28
mazowieckie;pułtuski;7;1.35;0;0;0;0;290;18;7;9;2;t1424;2020-11-28
mazowieckie;radomski;29;1.9;1;1;0;0;974;176;29;147;0;t1425;2020-11-28
mazowieckie;siedlecki;9;1.11;0;0;0;0;630;34;10;24;0;t1426;2020-11-28
mazowieckie;sierpecki;8;1.55;0;0;0;0;318;39;13;25;1;t1427;2020-11-28
mazowieckie;sochaczewski;28;3.29;0;0;0;0;1307;86;31;55;0;t1428;2020-11-28
mazowieckie;sokołowski;12;2.24;1;1;0;0;447;146;13;129;4;t1429;2020-11-28
mazowieckie;szydłowiecki;6;1.52;1;0;1;0;138;24;6;18;0;t1430;2020-11-28
mazowieckie;warszawski zachodni;50;4.18;0;0;0;1;1572;150;54;85;11;t1432;2020-11-28
mazowieckie;węgrowski;13;1.98;0;0;0;1;545;94;13;80;1;t1433;2020-11-28
mazowieckie;wołomiński;54;2.15;2;0;2;5;2584;245;59;171;15;t1434;2020-11-28
mazowieckie;wyszkowski;40;5.38;0;0;0;0;542;73;41;31;1;t1435;2020-11-28
mazowieckie;zwoleński;3;0.83;5;0;5;2;212;16;3;13;0;t1436;2020-11-28
mazowieckie;żuromiński;5;1.3;0;0;0;0;191;22;8;13;1;t1437;2020-11-28
mazowieckie;żyrardowski;22;2.91;1;0;1;0;512;92;24;65;3;t1438;2020-11-28
mazowieckie;Ostrołęka;4;0.77;0;0;0;0;276;29;5;24;0;t1461;2020-11-28
mazowieckie;Płock;42;3.53;3;0;3;1;983;101;45;54;2;t1462;2020-11-28
mazowieckie;Radom;40;1.9;3;3;0;0;1203;267;43;220;4;t1463;2020-11-28
mazowieckie;Siedlce;8;1.02;0;0;0;1;460;55;11;41;3;t1464;2020-11-28
mazowieckie;Warszawa;518;2.89;14;0;14;15;12509;2042;569;1395;78;t1465;2020-11-28
opolskie;brzeski;51;5.69;2;0;2;0;862;93;53;36;4;t1601;2020-11-28
opolskie;głubczycki;44;9.71;0;0;0;2;336;100;44;53;3;t1602;2020-11-28
opolskie;kędzierzyńsko-kozielski;32;3.42;0;0;0;3;886;84;33;47;4;t1603;2020-11-28
opolskie;kluczborski;20;3.06;0;0;0;0;593;38;20;18;0;t1604;2020-11-28
opolskie;krapkowicki;36;5.66;0;0;0;0;763;85;50;32;3;t1605;2020-11-28
opolskie;namysłowski;31;7.26;0;0;0;0;511;62;31;29;2;t1606;2020-11-28
opolskie;nyski;52;3.84;0;0;0;7;1135;113;52;58;3;t1607;2020-11-28
opolskie;oleski;13;2.03;0;0;0;0;412;42;13;28;1;t1608;2020-11-28
opolskie;opolski;51;4.12;1;0;1;1;1414;125;51;70;4;t1609;2020-11-28
opolskie;prudnicki;10;1.82;0;0;0;0;453;28;10;16;2;t1610;2020-11-28
opolskie;strzelecki;19;2.56;0;0;0;0;882;44;20;22;2;t1611;2020-11-28
opolskie;Opole;75;5.86;0;0;0;0;1392;238;77;154;7;t1661;2020-11-28
podkarpackie;bieszczadzki;0;0.0;0;0;0;0;75;7;0;7;0;t1801;2020-11-28
podkarpackie;brzozowski;5;0.76;1;1;0;1;301;29;5;24;0;t1802;2020-11-28
podkarpackie;dębicki;8;0.59;2;0;2;1;563;32;8;24;0;t1803;2020-11-28
podkarpackie;jarosławski;21;1.75;0;0;0;1;629;76;30;45;1;t1804;2020-11-28
podkarpackie;jasielski;36;3.18;3;0;3;0;425;99;36;63;0;t1805;2020-11-28
podkarpackie;kolbuszowski;3;0.48;4;0;4;1;249;19;5;14;0;t1806;2020-11-28
podkarpackie;krośnieński;19;1.69;1;0;1;1;301;43;19;24;0;t1807;2020-11-28
podkarpackie;leżajski;8;1.16;1;0;1;0;433;31;8;21;2;t1808;2020-11-28
podkarpackie;lubaczowski;21;3.82;1;1;0;1;484;51;31;20;0;t1809;2020-11-28
podkarpackie;łańcucki;20;2.46;2;0;2;2;630;69;20;47;2;t1810;2020-11-28
podkarpackie;mielecki;11;0.8;0;0;0;0;775;71;16;54;1;t1811;2020-11-28
podkarpackie;niżański;4;0.6;0;0;0;0;571;12;5;7;0;t1812;2020-11-28
podkarpackie;przemyski;12;1.62;1;0;1;0;546;44;13;29;2;t1813;2020-11-28
podkarpackie;przeworski;7;0.89;1;1;0;0;422;21;11;9;1;t1814;2020-11-28
podkarpackie;ropczycko-sędziszowski;5;0.67;1;0;1;0;235;28;5;22;1;t1815;2020-11-28
podkarpackie;rzeszowski;24;1.41;1;0;1;1;974;87;25;62;0;t1816;2020-11-28
podkarpackie;sanocki;10;1.06;0;0;0;0;330;44;12;32;0;t1817;2020-11-28
podkarpackie;stalowowolski;34;3.21;1;0;1;1;700;68;36;32;0;t1818;2020-11-28
podkarpackie;strzyżowski;14;2.28;2;2;0;1;372;35;15;20;0;t1819;2020-11-28
podkarpackie;tarnobrzeski;7;1.32;1;0;1;0;495;18;7;10;1;t1820;2020-11-28
podkarpackie;leski;6;2.27;0;0;0;0;126;16;6;9;1;t1821;2020-11-28
podkarpackie;Krosno;6;1.3;0;0;0;1;118;17;7;10;0;t1861;2020-11-28
podkarpackie;Przemyśl;18;2.98;1;0;1;2;278;58;22;33;3;t1862;2020-11-28
podkarpackie;Rzeszów;37;1.88;4;0;4;1;1001;120;40;78;2;t1863;2020-11-28
podkarpackie;Tarnobrzeg;3;0.64;0;0;0;0;255;11;5;6;0;t1864;2020-11-28
podlaskie;augustowski;20;3.45;0;0;0;1;446;37;21;16;0;t2001;2020-11-28
podlaskie;białostocki;60;3.99;1;0;1;1;1294;189;65;122;2;t2002;2020-11-28
podlaskie;bielski;19;3.51;1;0;1;0;415;40;20;20;0;t2003;2020-11-28
podlaskie;grajewski;4;0.85;1;1;0;0;265;18;6;12;0;t2004;2020-11-28
podlaskie;hajnowski;19;4.49;0;0;0;0;328;39;20;19;0;t2005;2020-11-28
podlaskie;kolneński;3;0.79;0;0;0;0;158;15;4;11;0;t2006;2020-11-28
podlaskie;łomżyński;4;0.79;0;0;0;0;360;14;4;10;0;t2007;2020-11-28
podlaskie;moniecki;8;1.99;0;0;0;0;298;21;8;13;0;t2008;2020-11-28
podlaskie;sejneński;10;5.05;0;0;0;0;167;13;10;3;0;t2009;2020-11-28
podlaskie;siemiatycki;1;0.23;1;0;1;0;348;18;7;11;0;t2010;2020-11-28
podlaskie;sokólski;5;0.75;1;0;1;0;585;18;7;11;0;t2011;2020-11-28
podlaskie;suwalski;10;2.81;0;0;0;0;313;14;10;4;0;t2012;2020-11-28
podlaskie;wysokomazowiecki;8;1.41;2;0;2;1;373;31;10;21;0;t2013;2020-11-28
podlaskie;zambrowski;6;1.38;0;0;0;0;212;21;7;14;0;t2014;2020-11-28
podlaskie;Białystok;102;3.43;4;0;4;2;2375;339;110;229;0;t2061;2020-11-28
podlaskie;Łomża;3;0.48;0;0;0;0;625;15;4;11;0;t2062;2020-11-28
podlaskie;Suwałki;28;4.01;0;0;0;0;634;39;28;11;0;t2063;2020-11-28
pomorskie;bytowski;22;2.78;0;0;0;0;689;70;24;44;2;t2201;2020-11-28
pomorskie;chojnicki;50;5.12;0;0;0;2;852;91;51;37;3;t2202;2020-11-28
pomorskie;człuchowski;21;3.75;0;0;0;3;656;117;26;80;11;t2203;2020-11-28
pomorskie;gdański;47;3.94;0;0;0;4;1579;162;50;100;12;t2204;2020-11-28
pomorskie;kartuski;24;1.7;0;0;0;3;1323;97;25;68;4;t2205;2020-11-28
pomorskie;kościerski;23;3.16;0;0;0;0;804;58;25;33;0;t2206;2020-11-28
pomorskie;kwidzyński;29;3.49;3;0;3;0;882;92;29;61;2;t2207;2020-11-28
pomorskie;lęborski;24;3.63;0;0;0;0;478;72;26;43;3;t2208;2020-11-28
pomorskie;malborski;63;9.94;1;1;0;0;863;182;66;113;3;t2209;2020-11-28
pomorskie;nowodworski;15;4.23;1;0;1;1;403;38;15;21;2;t2210;2020-11-28
pomorskie;pucki;32;3.67;0;0;0;1;1058;88;37;50;1;t2211;2020-11-28
pomorskie;słupski;31;3.14;3;0;3;0;1187;173;32;139;2;t2212;2020-11-28
pomorskie;starogardzki;24;1.87;0;0;0;2;981;84;26;55;3;t2213;2020-11-28
pomorskie;tczewski;104;8.99;1;0;1;2;1342;289;106;177;6;t2214;2020-11-28
pomorskie;wejherowski;97;4.43;0;0;0;2;1968;316;106;199;11;t2215;2020-11-28
pomorskie;sztumski;22;5.35;0;0;0;3;398;85;22;58;5;t2216;2020-11-28
pomorskie;Gdańsk;190;4.03;7;1;6;7;3965;711;207;452;52;t2261;2020-11-28
pomorskie;Gdynia;118;4.8;1;0;1;0;2055;368;125;225;18;t2262;2020-11-28
pomorskie;Słupsk;38;4.21;2;0;2;1;926;97;40;54;3;t2263;2020-11-28
pomorskie;Sopot;10;2.81;0;0;0;0;177;34;13;20;1;t2264;2020-11-28
śląskie;będziński;22;1.49;0;0;0;0;1020;124;24;97;3;t2401;2020-11-28
śląskie;bielski;34;2.05;0;0;0;1;1570;127;36;87;4;t2402;2020-11-28
śląskie;cieszyński;18;1.01;0;0;0;2;1352;59;19;39;1;t2403;2020-11-28
śląskie;częstochowski;23;1.71;0;0;0;0;788;118;26;88;4;t2404;2020-11-28
śląskie;gliwicki;24;2.08;1;0;1;3;1163;77;28;46;3;t2405;2020-11-28
śląskie;kłobucki;18;2.13;0;0;0;1;647;56;18;37;1;t2406;2020-11-28
śląskie;lubliniecki;28;3.67;0;0;0;0;742;52;28;23;1;t2407;2020-11-28
śląskie;mikołowski;25;2.52;1;0;1;0;804;81;27;52;2;t2408;2020-11-28
śląskie;myszkowski;47;6.65;0;0;0;2;493;86;48;38;0;t2409;2020-11-28
śląskie;pszczyński;19;1.7;0;0;0;0;719;66;19;46;1;t2410;2020-11-28
śląskie;raciborski;12;1.11;1;0;1;2;732;39;12;26;1;t2411;2020-11-28
śląskie;rybnicki;17;2.17;1;1;0;0;650;33;17;12;4;t2412;2020-11-28
śląskie;tarnogórski;24;1.7;0;0;0;1;1177;77;24;47;6;t2413;2020-11-28
śląskie;bieruńsko-lędziński;20;3.34;0;0;0;0;442;40;21;18;1;t2414;2020-11-28
śląskie;wodzisławski;21;1.34;2;1;1;1;1047;79;22;51;6;t2415;2020-11-28
śląskie;zawierciański;17;1.45;0;0;0;4;725;50;17;30;3;t2416;2020-11-28
śląskie;żywiecki;35;2.3;0;0;0;0;1443;100;35;64;1;t2417;2020-11-28
śląskie;Bielsko-Biała;47;2.76;2;1;1;0;1386;198;49;142;7;t2461;2020-11-28
śląskie;Bytom;33;2.01;1;0;1;0;894;103;35;66;2;t2462;2020-11-28
śląskie;Chorzów;18;1.68;0;0;0;1;654;62;20;41;1;t2463;2020-11-28
śląskie;Częstochowa;53;2.42;0;0;0;4;1209;167;56;104;7;t2464;2020-11-28
śląskie;Dąbrowa Górnicza;24;2.02;0;0;0;0;715;81;24;57;0;t2465;2020-11-28
śląskie;Gliwice;50;2.81;2;0;2;7;1395;134;53;78;3;t2466;2020-11-28
śląskie;Jastrzębie-Zdrój;17;1.92;1;0;1;0;635;69;19;50;0;t2467;2020-11-28
śląskie;Jaworzno;23;2.53;0;0;0;0;588;57;23;32;2;t2468;2020-11-28
śląskie;Katowice;41;1.41;3;0;3;1;1697;202;43;155;4;t2469;2020-11-28
śląskie;Mysłowice;13;1.74;1;1;0;0;370;40;13;26;1;t2470;2020-11-28
