wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
lubelskie;tomaszowski;10;1.21;2;0;2;38;323;77;15;57;5;t0618;2020-12-07
lubelskie;włodawski;11;2.88;0;0;0;28;201;41;13;27;1;t0619;2020-12-07
lubelskie;zamojski;12;1.13;0;0;0;44;348;157;18;136;3;t0620;2020-12-07
lubelskie;Biała Podlaska;11;1.92;4;3;1;54;524;53;14;39;0;t0661;2020-12-07
lubelskie;Chełm;24;3.9;0;0;0;79;498;67;29;35;3;t0662;2020-12-07
lubelskie;Lublin;82;2.41;0;0;0;306;2152;558;99;448;11;t0663;2020-12-07
lubelskie;Zamość;12;1.9;0;0;0;44;226;150;15;133;2;t0664;2020-12-07
lubuskie;gorzowski;4;0.56;1;0;1;71;640;51;10;41;0;t0801;2020-12-07
lubuskie;krośnieński;5;0.91;0;0;0;65;521;39;7;31;1;t0802;2020-12-07
lubuskie;międzyrzecki;11;1.92;1;0;1;67;386;71;17;54;0;t0803;2020-12-07
lubuskie;nowosolski;10;1.16;1;1;0;56;432;104;16;86;2;t0804;2020-12-07
lubuskie;słubicki;12;2.56;0;0;0;64;661;63;16;46;1;t0805;2020-12-07
lubuskie;strzelecko-drezdenecki;1;0.2;1;0;1;23;298;43;3;39;1;t0806;2020-12-07
lubuskie;sulęciński;40;11.39;0;0;0;39;383;204;44;147;13;t0807;2020-12-07
lubuskie;świebodziński;6;1.08;0;0;0;48;482;54;8;45;1;t0808;2020-12-07
lubuskie;zielonogórski;11;1.45;1;0;1;54;529;68;15;53;0;t0809;2020-12-07
lubuskie;żagański;20;2.54;0;0;0;60;626;130;33;91;6;t0810;2020-12-07
lubuskie;żarski;24;2.51;0;0;0;65;668;137;32;96;9;t0811;2020-12-07
lubuskie;wschowski;12;3.09;0;0;0;32;192;45;12;32;1;t0812;2020-12-07
lubuskie;Gorzów Wielkopolski;11;0.89;6;0;6;136;907;177;28;147;2;t0861;2020-12-07
lubuskie;Zielona Góra;8;0.57;4;1;3;137;918;151;17;133;1;t0862;2020-12-07
łódzkie;bełchatowski;21;1.86;4;0;4;67;566;105;25;78;2;t1001;2020-12-07
łódzkie;kutnowski;15;1.56;3;1;2;84;647;101;25;74;2;t1002;2020-12-07
łódzkie;łaski;5;1.0;1;0;1;32;378;37;6;31;0;t1003;2020-12-07
łódzkie;łęczycki;6;1.21;0;0;0;39;419;88;9;76;3;t1004;2020-12-07
łódzkie;łowicki;23;2.95;0;0;0;33;364;89;28;59;2;t1005;2020-12-07
łódzkie;łódzki wschodni;8;1.1;1;0;1;51;577;68;9;58;1;t1006;2020-12-07
łódzkie;opoczyński;9;1.19;0;0;0;19;177;69;12;53;4;t1007;2020-12-07
łódzkie;pabianicki;22;1.85;0;0;0;140;869;134;28;105;1;t1008;2020-12-07
łódzkie;pajęczański;3;0.59;2;0;2;17;245;34;4;30;0;t1009;2020-12-07
łódzkie;piotrkowski;16;1.75;0;0;0;43;350;99;17;79;3;t1010;2020-12-07
łódzkie;poddębicki;11;2.68;2;2;0;58;407;68;21;45;2;t1011;2020-12-07
łódzkie;radomszczański;6;0.53;0;0;0;69;453;76;8;66;2;t1012;2020-12-07
łódzkie;rawski;2;0.41;0;0;0;18;325;44;7;35;2;t1013;2020-12-07
łódzkie;sieradzki;18;1.53;2;0;2;63;782;144;23;117;4;t1014;2020-12-07
łódzkie;skierniewicki;7;1.83;2;0;2;14;268;44;11;32;1;t1015;2020-12-07
łódzkie;tomaszowski;33;2.84;0;0;0;79;678;125;36;84;5;t1016;2020-12-07
łódzkie;wieluński;6;0.79;0;0;0;48;357;67;9;54;4;t1017;2020-12-07
łódzkie;wieruszowski;0;0.0;0;0;0;24;169;23;1;21;1;t1018;2020-12-07
łódzkie;zduńskowolski;7;1.06;0;0;0;41;341;62;10;48;4;t1019;2020-12-07
łódzkie;zgierski;61;3.67;3;0;3;166;1085;348;85;255;8;t1020;2020-12-07
łódzkie;brzeziński;1;0.32;0;0;0;15;113;30;3;26;1;t1021;2020-12-07
łódzkie;Łódź;252;3.72;13;7;6;767;4639;1567;329;1190;48;t1061;2020-12-07
łódzkie;Piotrków Trybunalski;22;3.02;2;1;1;49;343;107;24;79;4;t1062;2020-12-07
łódzkie;Skierniewice;11;2.29;0;0;0;34;314;77;14;60;3;t1063;2020-12-07
małopolskie;bocheński;13;1.21;1;1;0;36;318;98;16;80;2;t1201;2020-12-07
małopolskie;brzeski;8;0.86;0;0;0;20;327;124;12;112;0;t1202;2020-12-07
małopolskie;chrzanowski;46;3.7;0;0;0;63;435;122;48;72;2;t1203;2020-12-07
małopolskie;dąbrowski;6;1.01;4;0;4;8;152;37;6;31;0;t1204;2020-12-07
małopolskie;gorlicki;17;1.56;2;1;1;38;413;132;23;98;11;t1205;2020-12-07
małopolskie;krakowski;343;12.23;8;6;2;158;1326;620;349;254;17;t1206;2020-12-07
małopolskie;limanowski;5;0.38;1;1;0;31;183;74;7;65;2;t1207;2020-12-07
małopolskie;miechowski;4;0.82;0;0;0;15;91;66;10;56;0;t1208;2020-12-07
małopolskie;myślenicki;18;1.41;2;0;2;33;309;78;20;53;5;t1209;2020-12-07
małopolskie;nowosądecki;66;3.04;6;2;4;28;314;184;73;102;9;t1210;2020-12-07
małopolskie;nowotarski;43;2.24;2;0;2;16;154;190;45;137;8;t1211;2020-12-07
małopolskie;olkuski;27;2.43;1;0;1;53;354;91;30;57;4;t1212;2020-12-07
małopolskie;oświęcimski;26;1.7;0;0;0;58;504;119;30;87;2;t1213;2020-12-07
małopolskie;proszowicki;11;2.55;0;0;0;18;150;46;11;34;1;t1214;2020-12-07
małopolskie;suski;66;7.84;2;0;2;35;347;146;69;73;4;t1215;2020-12-07
małopolskie;tarnowski;13;0.65;3;0;3;48;667;119;18;99;2;t1216;2020-12-07
małopolskie;tatrzański;3;0.44;2;0;2;11;191;52;5;46;1;t1217;2020-12-07
małopolskie;wadowicki;14;0.88;1;0;1;65;572;102;17;79;6;t1218;2020-12-07
małopolskie;wielicki;19;1.46;1;0;1;54;435;83;20;58;5;t1219;2020-12-07
małopolskie;Kraków;286;3.66;8;5;3;406;2779;955;301;638;16;t1261;2020-12-07
małopolskie;Nowy Sącz;30;3.58;4;2;2;21;115;92;38;52;2;t1262;2020-12-07
małopolskie;Tarnów;15;1.39;2;0;2;56;336;71;20;50;1;t1263;2020-12-07
mazowieckie;białobrzeski;1;0.3;1;0;1;13;220;19;1;15;3;t1401;2020-12-07
mazowieckie;ciechanowski;11;1.23;2;0;2;71;461;170;37;123;10;t1402;2020-12-07
mazowieckie;garwoliński;7;0.64;2;2;0;47;336;69;14;54;1;t1403;2020-12-07
mazowieckie;gostyniński;11;2.46;0;0;0;28;182;43;16;26;1;t1404;2020-12-07
mazowieckie;grodziski;31;3.21;2;2;0;87;1063;114;34;77;3;t1405;2020-12-07
mazowieckie;grójecki;19;1.94;1;1;0;83;1507;78;22;53;3;t1406;2020-12-07
mazowieckie;kozienicki;5;0.84;0;0;0;39;435;48;5;43;0;t1407;2020-12-07
mazowieckie;legionowski;18;1.51;0;0;0;104;753;122;21;100;1;t1408;2020-12-07
mazowieckie;lipski;2;0.59;0;0;0;20;122;11;3;8;0;t1409;2020-12-07
mazowieckie;łosicki;3;0.98;0;0;0;17;194;16;4;12;0;t1410;2020-12-07
mazowieckie;makowski;5;1.12;1;0;1;14;180;32;8;22;2;t1411;2020-12-07
mazowieckie;miński;14;0.9;4;0;4;120;990;162;19;140;3;t1412;2020-12-07
mazowieckie;mławski;12;1.66;0;0;0;57;514;115;29;84;2;t1413;2020-12-07
mazowieckie;nowodworski;11;1.38;1;0;1;51;480;79;15;61;3;t1414;2020-12-07
mazowieckie;ostrołęcki;10;1.13;2;0;2;49;325;48;13;35;0;t1415;2020-12-07
mazowieckie;ostrowski;10;1.39;0;0;0;41;398;56;11;42;3;t1416;2020-12-07
mazowieckie;otwocki;73;5.87;0;0;0;116;1190;322;77;233;12;t1417;2020-12-07
mazowieckie;piaseczyński;64;3.38;1;0;1;194;1724;343;77;259;7;t1418;2020-12-07
mazowieckie;płocki;32;2.88;0;0;0;100;828;141;43;85;13;t1419;2020-12-07
mazowieckie;płoński;18;2.07;0;0;0;59;647;172;27;139;6;t1420;2020-12-07
mazowieckie;pruszkowski;32;1.92;1;0;1;179;1440;188;41;144;3;t1421;2020-12-07
mazowieckie;przasnyski;3;0.57;2;0;2;44;303;33;5;28;0;t1422;2020-12-07
mazowieckie;przysuski;0;0.0;0;0;0;11;122;21;1;20;0;t1423;2020-12-07
mazowieckie;pułtuski;6;1.16;0;0;0;36;221;43;11;29;3;t1424;2020-12-07
mazowieckie;radomski;9;0.59;0;0;0;94;616;73;13;60;0;t1425;2020-12-07
mazowieckie;siedlecki;10;1.23;0;0;0;38;435;68;12;54;2;t1426;2020-12-07
mazowieckie;sierpecki;11;2.13;0;0;0;27;275;74;28;43;3;t1427;2020-12-07
mazowieckie;sochaczewski;9;1.06;0;0;0;63;765;87;13;72;2;t1428;2020-12-07
mazowieckie;sokołowski;4;0.75;0;0;0;17;278;37;5;32;0;t1429;2020-12-07
mazowieckie;szydłowiecki;1;0.25;0;0;0;19;119;17;1;15;1;t1430;2020-12-07
mazowieckie;warszawski zachodni;25;2.09;7;6;1;124;1482;155;30;121;4;t1432;2020-12-07
mazowieckie;węgrowski;7;1.07;0;0;0;39;435;54;8;45;1;t1433;2020-12-07
mazowieckie;wołomiński;40;1.59;0;0;0;212;1810;350;49;289;12;t1434;2020-12-07
mazowieckie;wyszkowski;4;0.54;0;0;0;45;270;61;4;56;1;t1435;2020-12-07
mazowieckie;zwoleński;5;1.39;0;0;0;19;170;23;6;17;0;t1436;2020-12-07
mazowieckie;żuromiński;3;0.78;0;0;0;17;147;34;3;30;1;t1437;2020-12-07
mazowieckie;żyrardowski;17;2.25;3;3;0;107;509;101;28;71;2;t1438;2020-12-07
mazowieckie;Ostrołęka;2;0.39;2;0;2;15;146;28;3;24;1;t1461;2020-12-07
mazowieckie;Płock;27;2.27;0;0;0;143;691;164;34;121;9;t1462;2020-12-07
mazowieckie;Radom;20;0.95;4;4;0;131;847;219;31;186;2;t1463;2020-12-07
mazowieckie;Siedlce;21;2.68;0;0;0;47;328;100;29;68;3;t1464;2020-12-07
mazowieckie;Warszawa;360;2.01;2;0;2;1279;10345;3226;471;2676;79;t1465;2020-12-07
opolskie;brzeski;7;0.78;1;0;1;75;488;53;8;44;1;t1601;2020-12-07
opolskie;głubczycki;30;6.62;1;0;1;39;296;109;34;70;5;t1602;2020-12-07
opolskie;kędzierzyńsko-kozielski;23;2.46;2;0;2;83;548;116;29;84;3;t1603;2020-12-07
opolskie;kluczborski;9;1.38;1;1;0;40;407;66;12;54;0;t1604;2020-12-07
opolskie;krapkowicki;2;0.31;0;0;0;52;603;51;6;44;1;t1605;2020-12-07
opolskie;namysłowski;8;1.87;0;0;0;35;407;36;12;23;1;t1606;2020-12-07
opolskie;nyski;12;0.89;4;0;4;90;795;96;20;74;2;t1607;2020-12-07
opolskie;oleski;6;0.94;0;0;0;32;234;55;6;45;4;t1608;2020-12-07
opolskie;opolski;14;1.13;1;1;0;108;908;108;18;88;2;t1609;2020-12-07
opolskie;prudnicki;4;0.73;1;0;1;22;215;29;5;24;0;t1610;2020-12-07
opolskie;strzelecki;12;1.62;2;0;2;67;535;88;15;72;1;t1611;2020-12-07
opolskie;Opole;14;1.09;5;0;5;80;1091;169;19;147;3;t1661;2020-12-07
podkarpackie;bieszczadzki;1;0.46;0;0;0;8;41;17;1;16;0;t1801;2020-12-07
podkarpackie;brzozowski;5;0.76;0;0;0;5;130;119;6;109;4;t1802;2020-12-07
podkarpackie;dębicki;6;0.44;0;0;0;23;260;98;7;89;2;t1803;2020-12-07
podkarpackie;jarosławski;9;0.75;4;3;1;29;424;123;19;103;1;t1804;2020-12-07
podkarpackie;jasielski;5;0.44;2;0;2;31;256;112;18;92;2;t1805;2020-12-07
podkarpackie;kolbuszowski;4;0.64;0;0;0;10;145;55;10;44;1;t1806;2020-12-07
podkarpackie;krośnieński;11;0.98;0;0;0;22;206;104;26;78;0;t1807;2020-12-07
podkarpackie;leżajski;4;0.58;2;0;2;9;152;45;5;40;0;t1808;2020-12-07
podkarpackie;lubaczowski;3;0.55;1;1;0;23;419;71;4;67;0;t1809;2020-12-07
podkarpackie;łańcucki;13;1.6;1;0;1;24;366;102;24;75;3;t1810;2020-12-07
podkarpackie;mielecki;5;0.37;1;0;1;39;466;98;9;89;0;t1811;2020-12-07
podkarpackie;niżański;7;1.05;0;0;0;22;316;58;8;48;2;t1812;2020-12-07
podkarpackie;przemyski;5;0.68;0;0;0;26;432;65;16;47;2;t1813;2020-12-07
podkarpackie;przeworski;6;0.77;2;0;2;19;194;108;21;85;2;t1814;2020-12-07
podkarpackie;ropczycko-sędziszowski;25;3.35;1;1;0;14;105;88;28;60;0;t1815;2020-12-07
podkarpackie;rzeszowski;17;1.0;0;0;0;73;624;203;28;172;3;t1816;2020-12-07
podkarpackie;sanocki;4;0.42;0;0;0;32;162;88;9;79;0;t1817;2020-12-07
podkarpackie;stalowowolski;22;2.08;0;0;0;49;430;114;26;85;3;t1818;2020-12-07
podkarpackie;strzyżowski;4;0.65;0;0;0;23;210;56;9;45;2;t1819;2020-12-07
podkarpackie;tarnobrzeski;2;0.38;1;0;1;18;214;53;2;51;0;t1820;2020-12-07
podkarpackie;leski;4;1.51;0;0;0;15;80;27;4;23;0;t1821;2020-12-07
podkarpackie;Krosno;3;0.65;0;0;0;16;71;40;7;33;0;t1861;2020-12-07
podkarpackie;Przemyśl;11;1.82;0;0;0;34;225;77;19;56;2;t1862;2020-12-07
podkarpackie;Rzeszów;19;0.97;1;0;1;105;639;294;34;256;4;t1863;2020-12-07
podkarpackie;Tarnobrzeg;9;1.93;5;0;5;38;189;61;10;50;1;t1864;2020-12-07
podlaskie;augustowski;9;1.55;0;0;0;41;331;40;10;29;1;t2001;2020-12-07
podlaskie;białostocki;20;1.33;0;0;0;124;775;133;25;107;1;t2002;2020-12-07
podlaskie;bielski;2;0.37;0;0;0;37;325;57;5;52;0;t2003;2020-12-07
podlaskie;grajewski;15;3.19;0;0;0;21;184;50;15;35;0;t2004;2020-12-07
podlaskie;hajnowski;0;0.0;0;0;0;38;199;64;1;63;0;t2005;2020-12-07
podlaskie;kolneński;5;1.32;1;0;1;10;113;30;7;22;1;t2006;2020-12-07
podlaskie;łomżyński;15;2.95;0;0;0;22;329;34;15;18;1;t2007;2020-12-07
podlaskie;moniecki;5;1.24;0;0;0;8;148;23;5;18;0;t2008;2020-12-07
podlaskie;sejneński;3;1.51;0;0;0;6;125;6;4;2;0;t2009;2020-12-07
podlaskie;siemiatycki;8;1.82;0;0;0;8;223;50;15;33;2;t2010;2020-12-07
podlaskie;sokólski;16;2.41;0;0;0;56;354;53;20;32;1;t2011;2020-12-07
podlaskie;suwalski;4;1.12;0;0;0;33;232;20;4;15;1;t2012;2020-12-07
podlaskie;wysokomazowiecki;5;0.88;0;0;0;24;309;57;5;52;0;t2013;2020-12-07
podlaskie;zambrowski;1;0.23;0;0;0;23;202;25;4;20;1;t2014;2020-12-07
podlaskie;Białystok;53;1.78;0;0;0;297;1427;354;70;284;0;t2061;2020-12-07
podlaskie;Łomża;24;3.82;0;0;0;65;355;58;28;30;0;t2062;2020-12-07
podlaskie;Suwałki;11;1.58;1;0;1;40;528;71;11;60;0;t2063;2020-12-07
pomorskie;bytowski;11;1.39;0;0;0;50;493;80;14;63;3;t2201;2020-12-07
pomorskie;chojnicki;5;0.51;2;0;2;67;562;50;12;36;2;t2202;2020-12-07
pomorskie;człuchowski;18;3.22;1;1;0;74;446;78;27;48;3;t2203;2020-12-07
pomorskie;gdański;22;1.84;0;0;0;129;1156;132;24;106;2;t2204;2020-12-07
pomorskie;kartuski;25;1.78;0;0;0;94;1048;127;33;88;6;t2205;2020-12-07
pomorskie;kościerski;20;2.75;3;0;3;28;493;98;32;62;4;t2206;2020-12-07
pomorskie;kwidzyński;10;1.2;1;0;1;78;559;98;14;74;10;t2207;2020-12-07
pomorskie;lęborski;3;0.45;0;0;0;58;295;61;9;49;3;t2208;2020-12-07
pomorskie;malborski;16;2.52;2;1;1;69;561;75;19;55;1;t2209;2020-12-07
pomorskie;nowodworski;6;1.69;1;0;1;43;275;38;10;28;0;t2210;2020-12-07
pomorskie;pucki;10;1.15;1;0;1;72;737;95;13;79;3;t2211;2020-12-07
pomorskie;słupski;37;3.75;0;0;0;97;966;130;44;84;2;t2212;2020-12-07
pomorskie;starogardzki;18;1.4;0;0;0;64;745;95;22;69;4;t2213;2020-12-07
pomorskie;tczewski;23;1.99;0;0;0;132;1017;161;31;120;10;t2214;2020-12-07
pomorskie;wejherowski;37;1.69;0;0;0;203;1455;196;53;130;13;t2215;2020-12-07
pomorskie;sztumski;9;2.19;1;0;1;60;475;74;11;63;0;t2216;2020-12-07
pomorskie;Gdańsk;127;2.69;3;0;3;479;3441;783;153;587;43;t2261;2020-12-07
pomorskie;Gdynia;74;3.01;3;1;2;282;1619;372;84;263;25;t2262;2020-12-07
pomorskie;Słupsk;45;4.98;5;1;4;71;799;165;56;104;5;t2263;2020-12-07
pomorskie;Sopot;7;1.97;0;0;0;28;207;41;7;31;3;t2264;2020-12-07
śląskie;będziński;33;2.23;6;0;6;112;739;162;39;122;1;t2401;2020-12-07
śląskie;bielski;39;2.35;1;0;1;143;1004;175;40;129;6;t2402;2020-12-07
śląskie;cieszyński;17;0.96;2;0;2;83;800;96;20;75;1;t2403;2020-12-07
śląskie;częstochowski;64;4.76;2;0;2;62;512;193;66;121;6;t2404;2020-12-07
śląskie;gliwicki;27;2.34;1;0;1;86;726;129;35;91;3;t2405;2020-12-07
śląskie;kłobucki;41;4.85;3;1;2;38;384;112;43;66;3;t2406;2020-12-07
śląskie;lubliniecki;5;0.66;0;0;0;39;371;47;6;41;0;t2407;2020-12-07
śląskie;mikołowski;20;2.02;1;0;1;83;514;90;24;64;2;t2408;2020-12-07
śląskie;myszkowski;5;0.71;2;0;2;50;384;63;10;52;1;t2409;2020-12-07
śląskie;pszczyński;22;1.97;0;0;0;63;508;83;24;58;1;t2410;2020-12-07
śląskie;raciborski;18;1.67;1;0;1;50;533;117;24;89;4;t2411;2020-12-07
śląskie;rybnicki;9;1.15;0;0;0;36;386;54;11;43;0;t2412;2020-12-07
śląskie;tarnogórski;21;1.49;3;0;3;107;755;164;25;137;2;t2413;2020-12-07
śląskie;bieruńsko-lędziński;12;2.0;2;0;2;39;331;42;12;30;0;t2414;2020-12-07
śląskie;wodzisławski;17;1.08;3;0;3;88;618;126;25;95;6;t2415;2020-12-07
śląskie;zawierciański;20;1.71;4;0;4;69;453;118;23;92;3;t2416;2020-12-07
śląskie;żywiecki;31;2.03;0;0;0;68;757;143;33;97;13;t2417;2020-12-07
śląskie;Bielsko-Biała;15;0.88;2;0;2;124;824;144;18;123;3;t2461;2020-12-07
śląskie;Bytom;62;3.77;3;0;3;113;582;212;70;142;0;t2462;2020-12-07
śląskie;Chorzów;13;1.21;3;1;2;79;436;86;16;70;0;t2463;2020-12-07
śląskie;Częstochowa;25;1.14;3;0;3;114;817;255;35;213;7;t2464;2020-12-07
śląskie;Dąbrowa Górnicza;18;1.51;4;0;4;89;560;108;18;88;2;t2465;2020-12-07
śląskie;Gliwice;41;2.3;0;0;0;145;984;256;59;187;10;t2466;2020-12-07
śląskie;Jastrzębie-Zdrój;8;0.9;0;0;0;58;342;80;11;69;0;t2467;2020-12-07
śląskie;Jaworzno;27;2.97;1;0;1;67;462;73;28;44;1;t2468;2020-12-07
śląskie;Katowice;66;2.26;5;1;4;199;1291;380;79;298;3;t2469;2020-12-07
śląskie;Mysłowice;39;5.23;2;2;0;59;312;133;39;89;5;t2470;2020-12-07
śląskie;Piekary Śląskie;12;2.19;0;0;0;32;230;60;16;42;2;t2471;2020-12-07
