wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
lubelskie;œwidnicki;19;2.65;1;1;0;25;9;304;87;21;66;0;t0617;2021-01-27
lubelskie;tomaszowski;13;1.58;2;0;2;26;21;383;75;15;56;4;t0618;2021-01-27
lubelskie;w³odawski;10;2.62;3;1;2;15;14;283;43;11;32;0;t0619;2021-01-27
lubelskie;zamojski;6;0.57;6;0;6;18;8;207;74;7;66;1;t0620;2021-01-27
lubelskie;Bia³a Podlaska;11;1.92;0;0;0;31;3;217;78;12;65;1;t0661;2021-01-27
lubelskie;Che³m;11;1.79;0;0;0;12;10;239;67;12;54;1;t0662;2021-01-27
lubelskie;Lublin;92;2.71;2;0;2;113;64;1647;512;99;406;7;t0663;2021-01-27
lubelskie;Zamoœæ;7;1.11;1;0;1;14;5;215;83;7;74;2;t0664;2021-01-27
lubuskie;gorzowski;22;3.05;5;5;0;31;15;397;80;23;57;0;t0801;2021-01-27
lubuskie;kroœnieñski;9;1.65;0;0;0;12;3;291;56;10;46;0;t0802;2021-01-27
lubuskie;miêdzyrzecki;18;3.14;2;2;0;16;3;338;66;18;48;0;t0803;2021-01-27
lubuskie;nowosolski;7;0.81;2;0;2;20;5;341;72;8;62;2;t0804;2021-01-27
lubuskie;s³ubicki;6;1.28;1;1;0;17;7;197;62;6;56;0;t0805;2021-01-27
lubuskie;strzelecko-drezdenecki;8;1.64;6;6;0;7;6;239;72;12;60;0;t0806;2021-01-27
lubuskie;sulêciñski;14;3.99;2;2;0;13;1;236;57;14;42;1;t0807;2021-01-27
lubuskie;œwiebodziñski;5;0.90;1;1;0;10;10;313;55;5;50;0;t0808;2021-01-27
lubuskie;zielonogórski;18;2.38;4;0;4;18;4;326;98;20;78;0;t0809;2021-01-27
lubuskie;¿agañski;12;1.53;0;0;0;10;8;226;91;14;74;3;t0810;2021-01-27
lubuskie;¿arski;27;2.82;0;0;0;25;16;416;108;30;76;2;t0811;2021-01-27
lubuskie;wschowski;2;0.52;0;0;0;3;0;78;31;2;29;0;t0812;2021-01-27
lubuskie;Gorzów Wielkopolski;42;3.41;0;0;0;56;35;673;194;50;144;0;t0861;2021-01-27
lubuskie;Zielona Góra;36;2.55;9;2;7;60;13;734;205;37;167;1;t0862;2021-01-27
³ódzkie;be³chatowski;7;0.62;0;0;0;17;8;378;55;10;45;0;t1001;2021-01-27
³ódzkie;kutnowski;23;2.39;3;1;2;32;11;373;103;24;77;2;t1002;2021-01-27
³ódzkie;³aski;4;0.80;0;0;0;2;2;134;49;4;43;2;t1003;2021-01-27
³ódzkie;³êczycki;10;2.02;0;0;0;10;6;400;58;12;45;1;t1004;2021-01-27
³ódzkie;³owicki;9;1.16;2;0;2;20;9;404;91;9;80;2;t1005;2021-01-27
³ódzkie;³ódzki wschodni;27;3.73;0;0;0;24;7;385;113;28;84;1;t1006;2021-01-27
³ódzkie;opoczyñski;11;1.45;0;0;0;9;7;138;68;12;55;1;t1007;2021-01-27
³ódzkie;pabianicki;26;2.18;0;0;0;45;17;553;148;26;122;0;t1008;2021-01-27
³ódzkie;pajêczañski;0;0;0;0;0;6;3;204;29;0;29;0;t1009;2021-01-27
³ódzkie;piotrkowski;6;0.66;0;0;0;16;8;292;94;7;87;0;t1010;2021-01-27
³ódzkie;poddêbicki;8;1.95;2;0;2;3;2;164;72;13;59;0;t1011;2021-01-27
³ódzkie;radomszczañski;15;1.34;6;0;6;17;4;435;144;32;111;1;t1012;2021-01-27
³ódzkie;rawski;10;2.06;0;0;0;14;1;395;52;12;39;1;t1013;2021-01-27
³ódzkie;sieradzki;5;0.43;1;0;1;24;13;428;141;9;131;1;t1014;2021-01-27
³ódzkie;skierniewicki;4;1.05;0;0;0;7;4;219;35;4;30;1;t1015;2021-01-27
³ódzkie;tomaszowski;5;0.43;2;0;2;11;8;379;84;7;76;1;t1016;2021-01-27
³ódzkie;wieluñski;9;1.18;0;0;0;15;5;265;65;9;56;0;t1017;2021-01-27
³ódzkie;wieruszowski;3;0.71;0;0;0;9;3;115;38;3;33;2;t1018;2021-01-27
³ódzkie;zduñskowolski;8;1.21;1;0;1;12;6;133;67;9;58;0;t1019;2021-01-27
³ódzkie;zgierski;28;1.69;2;0;2;44;25;809;201;31;168;2;t1020;2021-01-27
³ódzkie;brzeziñski;8;2.60;0;0;0;16;4;141;35;8;27;0;t1021;2021-01-27
³ódzkie;£ódŸ;146;2.16;12;0;12;271;123;4058;1208;160;1032;16;t1061;2021-01-27
³ódzkie;Piotrków Trybunalski;11;1.51;0;0;0;20;10;400;96;12;84;0;t1062;2021-01-27
³ódzkie;Skierniewice;8;1.67;0;0;0;10;2;224;40;10;29;1;t1063;2021-01-27
ma³opolskie;bocheñski;8;0.75;2;0;2;12;5;268;83;8;74;1;t1201;2021-01-27
ma³opolskie;brzeski;6;0.64;0;0;0;11;7;226;103;7;94;2;t1202;2021-01-27
ma³opolskie;chrzanowski;7;0.56;0;0;0;25;14;286;89;8;81;0;t1203;2021-01-27
ma³opolskie;d¹browski;6;1.01;0;0;0;10;3;67;33;6;27;0;t1204;2021-01-27
ma³opolskie;gorlicki;5;0.46;1;0;1;5;4;181;87;5;79;3;t1205;2021-01-27
ma³opolskie;krakowski;34;1.21;0;0;0;53;41;868;215;36;174;5;t1206;2021-01-27
ma³opolskie;limanowski;6;0.45;2;0;2;6;4;180;91;7;83;1;t1207;2021-01-27
ma³opolskie;miechowski;5;1.03;0;0;0;5;6;75;35;5;30;0;t1208;2021-01-27
ma³opolskie;myœlenicki;5;0.39;1;0;1;14;13;377;74;5;67;2;t1209;2021-01-27
ma³opolskie;nowos¹decki;10;0.46;1;0;1;11;4;272;141;11;126;4;t1210;2021-01-27
ma³opolskie;nowotarski;7;0.36;0;0;0;1;2;222;125;8;117;0;t1211;2021-01-27
ma³opolskie;olkuski;15;1.35;0;0;0;16;11;230;62;16;45;1;t1212;2021-01-27
ma³opolskie;oœwiêcimski;12;0.78;0;0;0;34;12;454;91;13;77;1;t1213;2021-01-27
ma³opolskie;proszowicki;6;1.39;0;0;0;4;0;75;40;6;32;2;t1214;2021-01-27
ma³opolskie;suski;7;0.83;1;0;1;13;10;170;62;10;52;0;t1215;2021-01-27
ma³opolskie;tarnowski;24;1.19;1;0;1;22;7;249;173;27;145;1;t1216;2021-01-27
ma³opolskie;tatrzañski;5;0.73;0;0;0;3;7;113;47;6;41;0;t1217;2021-01-27
ma³opolskie;wadowicki;14;0.88;1;0;1;24;9;383;110;14;95;1;t1218;2021-01-27
ma³opolskie;wielicki;11;0.85;0;0;0;22;7;485;103;11;89;3;t1219;2021-01-27
ma³opolskie;Kraków;85;1.09;0;0;0;207;74;3149;747;101;637;9;t1261;2021-01-27
ma³opolskie;Nowy S¹cz;3;0.36;0;0;0;5;4;140;63;3;59;1;t1262;2021-01-27
ma³opolskie;Tarnów;9;0.83;1;1;0;18;3;207;84;9;75;0;t1263;2021-01-27
mazowieckie;bia³obrzeski;7;2.10;0;0;0;2;1;254;28;9;19;0;t1401;2021-01-27
mazowieckie;ciechanowski;25;2.80;0;0;0;29;8;464;116;27;87;2;t1402;2021-01-27
mazowieckie;garwoliñski;4;0.37;0;0;0;5;8;281;88;7;79;2;t1403;2021-01-27
mazowieckie;gostyniñski;6;1.34;0;0;0;11;1;114;47;6;39;2;t1404;2021-01-27
mazowieckie;grodziski;29;3.00;0;0;0;46;16;807;137;31;106;0;t1405;2021-01-27
mazowieckie;grójecki;15;1.53;3;0;3;39;23;1897;96;18;76;2;t1406;2021-01-27
mazowieckie;kozienicki;8;1.34;0;0;0;15;4;385;74;11;60;3;t1407;2021-01-27
mazowieckie;legionowski;57;4.78;0;0;0;53;12;824;168;59;108;1;t1408;2021-01-27
mazowieckie;lipski;4;1.19;0;0;0;4;3;121;29;4;25;0;t1409;2021-01-27
mazowieckie;³osicki;1;0.33;0;0;0;8;2;118;15;1;13;1;t1410;2021-01-27
mazowieckie;makowski;7;1.57;0;0;0;5;2;182;52;7;45;0;t1411;2021-01-27
mazowieckie;miñski;16;1.03;1;1;0;44;8;662;149;17;130;2;t1412;2021-01-27
mazowieckie;m³awski;20;2.76;1;0;1;32;1;504;102;20;77;5;t1413;2021-01-27
mazowieckie;nowodworski;2;0.25;0;0;0;25;5;431;51;2;49;0;t1414;2021-01-27
mazowieckie;ostro³êcki;7;0.79;1;0;1;10;7;240;42;8;33;1;t1415;2021-01-27
mazowieckie;ostrowski;7;0.97;0;0;0;12;2;336;65;8;54;3;t1416;2021-01-27
mazowieckie;otwocki;18;1.45;0;0;0;38;15;823;139;18;119;2;t1417;2021-01-27
mazowieckie;piaseczyñski;44;2.32;1;0;1;59;29;1814;245;49;190;6;t1418;2021-01-27
mazowieckie;p³ocki;10;0.90;4;1;3;24;19;434;105;11;92;2;t1419;2021-01-27
mazowieckie;p³oñski;23;2.65;3;0;3;21;5;543;104;25;77;2;t1420;2021-01-27
mazowieckie;pruszkowski;50;3.00;2;0;2;80;21;1654;265;58;204;3;t1421;2021-01-27
mazowieckie;przasnyski;7;1.34;0;0;0;10;8;284;52;9;43;0;t1422;2021-01-27
mazowieckie;przysuski;2;0.48;1;0;1;2;2;143;32;2;30;0;t1423;2021-01-27
mazowieckie;pu³tuski;7;1.35;1;0;1;16;2;265;39;7;30;2;t1424;2021-01-27
mazowieckie;radomski;22;1.45;1;1;0;34;12;509;155;22;131;2;t1425;2021-01-27
mazowieckie;siedlecki;4;0.49;1;0;1;10;8;426;55;5;49;1;t1426;2021-01-27
mazowieckie;sierpecki;11;2.13;1;0;1;9;5;214;39;11;28;0;t1427;2021-01-27
mazowieckie;sochaczewski;23;2.71;1;0;1;49;15;812;206;27;176;3;t1428;2021-01-27
mazowieckie;soko³owski;4;0.75;0;0;0;8;4;195;41;4;36;1;t1429;2021-01-27
mazowieckie;szyd³owiecki;0;0;0;0;0;2;3;98;48;0;48;0;t1430;2021-01-27
mazowieckie;warszawski zachodni;23;1.92;2;1;1;51;22;1299;169;26;141;2;t1432;2021-01-27
mazowieckie;wêgrowski;4;0.61;1;0;1;27;4;205;45;5;36;4;t1433;2021-01-27
mazowieckie;wo³omiñski;45;1.79;0;0;0;80;41;1601;267;49;209;9;t1434;2021-01-27
mazowieckie;wyszkowski;17;2.29;1;0;1;17;3;230;67;18;48;1;t1435;2021-01-27
mazowieckie;zwoleñski;12;3.33;0;0;0;10;2;193;60;12;48;0;t1436;2021-01-27
mazowieckie;¿uromiñski;1;0.26;0;0;0;6;2;69;14;1;13;0;t1437;2021-01-27
mazowieckie;¿yrardowski;16;2.12;0;0;0;37;6;645;88;20;66;2;t1438;2021-01-27
mazowieckie;Ostro³êka;12;2.31;0;0;0;13;6;169;44;15;29;0;t1461;2021-01-27
mazowieckie;P³ock;19;1.60;7;4;3;43;19;474;136;21;110;5;t1462;2021-01-27
mazowieckie;Radom;34;1.61;2;1;1;52;18;712;334;37;293;4;t1463;2021-01-27
mazowieckie;Siedlce;11;1.41;2;0;2;21;18;336;104;17;86;1;t1464;2021-01-27
mazowieckie;Warszawa;412;2.30;6;0;6;711;288;14307;2584;468;2063;53;t1465;2021-01-27
opolskie;brzeski;20;2.23;0;0;0;25;7;319;69;20;48;1;t1601;2021-01-27
opolskie;g³ubczycki;11;2.43;0;0;0;12;4;223;55;11;44;0;t1602;2021-01-27
opolskie;kêdzierzyñsko-kozielski;17;1.82;0;0;0;21;5;333;133;17;116;0;t1603;2021-01-27
opolskie;kluczborski;14;2.15;0;0;0;6;1;173;65;15;50;0;t1604;2021-01-27
opolskie;krapkowicki;6;0.94;0;0;0;11;6;235;52;6;45;1;t1605;2021-01-27
opolskie;namys³owski;10;2.34;0;0;0;7;1;145;41;10;29;2;t1606;2021-01-27
opolskie;nyski;19;1.40;2;0;2;15;10;372;146;21;122;3;t1607;2021-01-27
opolskie;oleski;4;0.62;0;0;0;7;1;185;61;4;55;2;t1608;2021-01-27
opolskie;opolski;17;1.37;1;0;1;24;53;533;104;17;85;2;t1609;2021-01-27
opolskie;prudnicki;4;0.73;0;0;0;6;2;101;41;4;37;0;t1610;2021-01-27
opolskie;strzelecki;3;0.40;0;0;0;9;5;289;87;4;81;2;t1611;2021-01-27
opolskie;Opole;28;2.19;1;0;1;46;13;1116;213;29;182;2;t1661;2021-01-27
podkarpackie;bieszczadzki;1;0.46;2;0;2;3;1;60;14;1;13;0;t1801;2021-01-27
podkarpackie;brzozowski;10;1.53;0;0;0;7;2;186;80;11;69;0;t1802;2021-01-27
podkarpackie;dêbicki;11;0.81;0;0;0;12;3;281;106;11;95;0;t1803;2021-01-27
podkarpackie;jaros³awski;15;1.25;0;0;0;13;11;377;97;18;77;2;t1804;2021-01-27
podkarpackie;jasielski;17;1.50;0;0;0;15;5;237;175;18;156;1;t1805;2021-01-27
podkarpackie;kolbuszowski;5;0.80;0;0;0;7;6;96;56;6;50;0;t1806;2021-01-27
podkarpackie;kroœnieñski;19;1.69;0;0;0;13;3;154;80;20;60;0;t1807;2021-01-27
podkarpackie;le¿ajski;7;1.01;2;0;2;8;6;179;49;7;39;3;t1808;2021-01-27
podkarpackie;lubaczowski;4;0.73;0;0;0;11;13;288;55;7;47;1;t1809;2021-01-27
podkarpackie;³añcucki;16;1.97;0;0;0;16;7;280;93;16;76;1;t1810;2021-01-27
podkarpackie;mielecki;17;1.24;0;0;0;15;17;221;105;19;86;0;t1811;2021-01-27
podkarpackie;ni¿añski;3;0.45;2;0;2;3;5;196;49;3;46;0;t1812;2021-01-27
podkarpackie;przemyski;8;1.08;3;0;3;19;3;241;66;9;54;3;t1813;2021-01-27
podkarpackie;przeworski;5;0.64;0;0;0;7;3;105;40;5;35;0;t1814;2021-01-27
podkarpackie;ropczycko-sêdziszowski;6;0.80;0;0;0;6;4;133;35;6;29;0;t1815;2021-01-27
podkarpackie;rzeszowski;14;0.82;1;0;1;23;16;522;136;16;120;0;t1816;2021-01-27
podkarpackie;sanocki;10;1.06;1;0;1;22;5;252;92;10;82;0;t1817;2021-01-27
podkarpackie;stalowowolski;13;1.23;0;0;0;8;5;288;83;14;69;0;t1818;2021-01-27
podkarpackie;strzy¿owski;14;2.28;0;0;0;13;1;115;69;15;53;1;t1819;2021-01-27
podkarpackie;tarnobrzeski;8;1.51;0;0;0;5;4;148;43;8;35;0;t1820;2021-01-27
podkarpackie;leski;10;3.79;0;0;0;6;7;73;33;11;22;0;t1821;2021-01-27
podkarpackie;Krosno;11;2.38;0;0;0;13;1;80;40;12;28;0;t1861;2021-01-27
podkarpackie;Przemyœl;5;0.83;1;0;1;10;7;175;61;7;53;1;t1862;2021-01-27
podkarpackie;Rzeszów;38;1.93;1;0;1;53;25;620;232;40;191;1;t1863;2021-01-27
podkarpackie;Tarnobrzeg;3;0.64;0;0;0;8;5;94;33;3;29;1;t1864;2021-01-27
podlaskie;augustowski;4;0.69;1;0;1;10;3;191;35;4;28;3;t2001;2021-01-27
podlaskie;bia³ostocki;36;2.39;1;0;1;58;21;919;133;39;93;1;t2002;2021-01-27
podlaskie;bielski;9;1.66;0;0;0;9;0;248;39;10;29;0;t2003;2021-01-27
podlaskie;grajewski;6;1.28;0;0;0;6;6;128;34;6;28;0;t2004;2021-01-27
podlaskie;hajnowski;5;1.18;0;0;0;13;5;329;33;5;28;0;t2005;2021-01-27
podlaskie;kolneñski;5;1.32;1;0;1;3;2;142;26;5;21;0;t2006;2021-01-27
podlaskie;³om¿yñski;6;1.18;0;0;0;9;7;199;33;6;27;0;t2007;2021-01-27
podlaskie;moniecki;6;1.49;0;0;0;12;5;127;43;6;37;0;t2008;2021-01-27
podlaskie;sejneñski;3;1.51;1;0;1;2;2;50;13;4;9;0;t2009;2021-01-27
podlaskie;siemiatycki;1;0.23;0;0;0;3;8;113;43;4;38;1;t2010;2021-01-27
podlaskie;sokólski;4;0.60;0;0;0;23;11;336;28;4;24;0;t2011;2021-01-27
podlaskie;suwalski;0;0;0;0;0;5;0;160;14;0;14;0;t2012;2021-01-27
podlaskie;wysokomazowiecki;3;0.53;1;0;1;7;1;164;45;3;42;0;t2013;2021-01-27
podlaskie;zambrowski;7;1.61;0;0;0;7;0;235;26;7;18;1;t2014;2021-01-27
podlaskie;Bia³ystok;87;2.92;3;0;3;141;31;1502;357;89;266;2;t2061;2021-01-27
podlaskie;£om¿a;13;2.07;0;0;0;21;11;285;53;14;39;0;t2062;2021-01-27
podlaskie;Suwa³ki;14;2.01;0;0;0;22;4;445;51;15;36;0;t2063;2021-01-27
pomorskie;bytowski;17;2.15;0;0;0;23;2;325;115;19;94;2;t2201;2021-01-27
pomorskie;chojnicki;15;1.54;0;0;0;29;15;410;87;15;69;3;t2202;2021-01-27
pomorskie;cz³uchowski;8;1.43;0;0;0;11;18;228;67;8;59;0;t2203;2021-01-27
pomorskie;gdañski;48;4.02;0;0;0;62;17;1116;188;53;132;3;t2204;2021-01-27
pomorskie;kartuski;31;2.20;0;0;0;52;23;1029;144;31;109;4;t2205;2021-01-27
pomorskie;koœcierski;14;1.92;1;0;1;18;11;320;78;14;63;1;t2206;2021-01-27
pomorskie;kwidzyñski;43;5.18;0;0;0;38;8;458;142;43;93;6;t2207;2021-01-27
pomorskie;lêborski;24;3.63;1;0;1;29;3;321;113;25;86;2;t2208;2021-01-27
pomorskie;malborski;19;3.00;0;0;0;19;18;435;90;21;69;0;t2209;2021-01-27
pomorskie;nowodworski;12;3.38;0;0;0;12;5;265;39;12;26;1;t2210;2021-01-27
pomorskie;pucki;18;2.06;1;0;1;27;17;715;71;20;51;0;t2211;2021-01-27
pomorskie;s³upski;46;4.66;0;0;0;30;32;661;213;54;152;7;t2212;2021-01-27
pomorskie;starogardzki;23;1.79;0;0;0;41;16;942;102;25;73;4;t2213;2021-01-27
pomorskie;tczewski;30;2.59;0;0;0;52;23;758;142;34;103;5;t2214;2021-01-27
pomorskie;wejherowski;55;2.51;0;0;0;91;26;1220;288;58;219;11;t2215;2021-01-27
pomorskie;sztumski;15;3.65;0;0;0;23;5;287;56;18;37;1;t2216;2021-01-27
pomorskie;Gdañsk;104;2.21;8;0;8;237;104;3814;882;108;760;14;t2261;2021-01-27
pomorskie;Gdynia;93;3.78;5;0;5;96;58;1340;330;102;223;5;t2262;2021-01-27
pomorskie;S³upsk;37;4.10;0;0;0;26;32;588;199;47;149;3;t2263;2021-01-27
pomorskie;Sopot;6;1.69;2;0;2;9;10;175;41;6;35;0;t2264;2021-01-27
œl¹skie;bêdziñski;17;1.15;0;0;0;40;7;580;138;18;117;3;t2401;2021-01-27
œl¹skie;bielski;14;0.84;0;0;0;31;18;503;132;16;114;2;t2402;2021-01-27
œl¹skie;cieszyñski;17;0.96;1;0;1;18;18;512;237;22;206;9;t2403;2021-01-27
œl¹skie;czêstochowski;10;0.74;0;0;0;13;8;317;106;13;93;0;t2404;2021-01-27
œl¹skie;gliwicki;15;1.30;2;0;2;24;21;411;105;16;88;1;t2405;2021-01-27
œl¹skie;k³obucki;4;0.47;0;0;0;12;4;242;59;4;54;1;t2406;2021-01-27
œl¹skie;lubliniecki;24;3.14;0;0;0;18;8;333;120;26;93;1;t2407;2021-01-27
œl¹skie;miko³owski;21;2.12;0;0;0;44;8;348;117;22;92;3;t2408;2021-01-27
œl¹skie;myszkowski;22;3.11;0;0;0;12;2;210;102;23;79;0;t2409;2021-01-27
œl¹skie;pszczyñski;13;1.16;1;0;1;24;10;391;68;14;52;2;t2410;2021-01-27
