wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
dolnoœl¹skie;œredzki;17;3.07;0;0;0;3;12;335;71;17;51;3;t0218;2021-03-06
dolnoœl¹skie;œwidnicki;31;1.98;0;0;0;0;60;808;94;34;58;2;t0219;2021-03-06
dolnoœl¹skie;trzebnicki;34;3.98;0;0;0;3;20;522;99;36;63;0;t0220;2021-03-06
dolnoœl¹skie;wa³brzyski;30;5.41;1;1;0;2;20;409;60;30;30;0;t0221;2021-03-06
dolnoœl¹skie;wo³owski;7;1.50;0;0;0;0;2;155;31;7;24;0;t0222;2021-03-06
dolnoœl¹skie;wroc³awski;73;4.74;0;0;0;14;61;1028;204;74;129;1;t0223;2021-03-06
dolnoœl¹skie;z¹bkowicki;15;2.33;0;0;0;0;5;198;38;15;23;0;t0224;2021-03-06
dolnoœl¹skie;zgorzelecki;9;1.01;0;0;0;0;14;287;48;9;39;0;t0225;2021-03-06
dolnoœl¹skie;z³otoryjski;7;1.62;0;0;0;0;3;90;19;7;12;0;t0226;2021-03-06
dolnoœl¹skie;Jelenia Góra;32;4.06;0;0;0;0;14;288;91;32;57;2;t0261;2021-03-06
dolnoœl¹skie;Legnica;16;1.61;0;0;0;0;35;432;83;16;65;2;t0262;2021-03-06
dolnoœl¹skie;Wroc³aw;230;3.57;0;0;0;10;248;3165;758;247;503;8;t0264;2021-03-06
dolnoœl¹skie;Wa³brzych;31;2.80;1;1;0;1;39;467;103;33;70;0;t0265;2021-03-06
kujawsko-pomorskie;aleksandrowski;14;2.55;0;0;0;9;10;250;47;15;31;1;t0401;2021-03-06
kujawsko-pomorskie;brodnicki;17;2.15;0;0;0;2;12;325;62;17;45;0;t0402;2021-03-06
kujawsko-pomorskie;bydgoski;46;3.85;0;0;0;13;28;936;205;49;153;3;t0403;2021-03-06
kujawsko-pomorskie;che³miñski;13;2.51;0;0;0;3;16;408;115;44;71;0;t0404;2021-03-06
kujawsko-pomorskie;golubsko-dobrzyñski;29;6.45;0;0;0;2;38;565;69;29;38;2;t0405;2021-03-06
kujawsko-pomorskie;grudzi¹dzki;5;1.24;0;0;0;0;12;244;22;5;17;0;t0406;2021-03-06
kujawsko-pomorskie;inowroc³awski;70;4.39;2;0;2;5;56;1109;213;83;127;3;t0407;2021-03-06
kujawsko-pomorskie;lipnowski;8;1.22;0;0;0;0;9;295;91;11;80;0;t0408;2021-03-06
kujawsko-pomorskie;mogileñski;15;3.30;0;0;0;7;10;266;55;15;39;1;t0409;2021-03-06
kujawsko-pomorskie;nakielski;10;1.16;0;0;0;0;30;382;111;10;96;5;t0410;2021-03-06
kujawsko-pomorskie;radziejowski;3;0.75;0;0;0;1;7;150;41;4;36;1;t0411;2021-03-06
kujawsko-pomorskie;rypiñski;20;4.61;0;0;0;4;6;139;71;20;49;2;t0412;2021-03-06
kujawsko-pomorskie;sêpoleñski;3;0.73;0;0;0;0;4;103;21;3;18;0;t0413;2021-03-06
kujawsko-pomorskie;œwiecki;32;3.23;0;0;0;10;13;543;118;39;78;1;t0414;2021-03-06
kujawsko-pomorskie;toruñski;39;3.58;0;0;0;12;44;1057;166;43;121;2;t0415;2021-03-06
kujawsko-pomorskie;tucholski;36;7.45;0;0;0;0;20;361;104;51;53;0;t0416;2021-03-06
kujawsko-pomorskie;w¹brzeski;15;4.40;0;0;0;0;20;481;41;15;24;2;t0417;2021-03-06
kujawsko-pomorskie;w³oc³awski;15;1.75;0;0;0;0;7;332;80;16;64;0;t0418;2021-03-06
kujawsko-pomorskie;¿niñski;23;3.28;0;0;0;0;22;301;70;24;46;0;t0419;2021-03-06
kujawsko-pomorskie;Bydgoszcz;170;4.90;0;0;0;64;128;2063;664;179;469;16;t0461;2021-03-06
kujawsko-pomorskie;Grudzi¹dz;34;3.61;0;0;0;1;41;710;121;36;85;0;t0462;2021-03-06
kujawsko-pomorskie;Toruñ;58;2.88;0;0;0;11;90;1353;208;69;135;4;t0463;2021-03-06
kujawsko-pomorskie;W³oc³awek;21;1.92;1;0;1;1;25;365;119;22;96;1;t0464;2021-03-06
lubelskie;bialski;29;2.63;0;0;0;0;21;418;97;29;68;0;t0601;2021-03-06
lubelskie;bi³gorajski;27;2.68;0;0;0;1;34;640;84;28;53;3;t0602;2021-03-06
lubelskie;che³mski;13;1.67;0;0;0;0;7;221;44;13;28;3;t0603;2021-03-06
lubelskie;hrubieszowski;11;1.76;0;0;0;1;5;312;74;16;53;5;t0604;2021-03-06
lubelskie;janowski;5;1.10;0;0;0;0;4;103;25;5;18;2;t0605;2021-03-06
lubelskie;krasnostawski;5;0.79;0;0;0;0;7;238;43;5;37;1;t0606;2021-03-06
lubelskie;kraœnicki;7;0.74;0;0;0;0;11;234;55;7;48;0;t0607;2021-03-06
lubelskie;lubartowski;6;0.68;1;1;0;0;29;234;59;6;51;2;t0608;2021-03-06
lubelskie;lubelski;13;0.83;0;0;0;3;38;708;101;15;83;3;t0609;2021-03-06
lubelskie;³êczyñski;11;1.92;0;0;0;0;13;250;59;11;47;1;t0610;2021-03-06
lubelskie;³ukowski;13;1.22;0;0;0;3;12;291;61;15;44;2;t0611;2021-03-06
lubelskie;opolski;13;2.21;3;0;3;0;5;265;27;13;14;0;t0612;2021-03-06
lubelskie;parczewski;2;0.58;1;0;1;0;4;186;18;2;16;0;t0613;2021-03-06
lubelskie;pu³awski;45;3.99;0;0;0;0;20;554;156;46;107;3;t0614;2021-03-06
lubelskie;radzyñski;19;3.24;0;0;0;0;12;279;85;19;66;0;t0615;2021-03-06
lubelskie;rycki;16;2.87;0;0;0;0;10;287;57;17;39;1;t0616;2021-03-06
lubelskie;œwidnicki;11;1.53;0;0;0;2;27;440;67;13;53;1;t0617;2021-03-06
lubelskie;tomaszowski;10;1.21;0;0;0;2;18;257;54;11;40;3;t0618;2021-03-06
lubelskie;w³odawski;9;2.36;0;0;0;0;6;188;30;9;21;0;t0619;2021-03-06
lubelskie;zamojski;20;1.89;3;0;3;1;12;358;99;22;76;1;t0620;2021-03-06
lubelskie;Bia³a Podlaska;9;1.57;1;1;0;2;8;225;54;10;44;0;t0661;2021-03-06
lubelskie;Che³m;12;1.95;0;0;0;0;9;212;37;14;23;0;t0662;2021-03-06
lubelskie;Lublin;73;2.15;0;0;0;8;69;1507;378;73;303;2;t0663;2021-03-06
lubelskie;Zamoœæ;27;4.27;4;0;4;2;8;240;92;29;61;2;t0664;2021-03-06
lubuskie;gorzowski;39;5.41;0;0;0;1;26;595;94;40;54;0;t0801;2021-03-06
lubuskie;kroœnieñski;17;3.11;0;0;0;2;11;372;38;17;21;0;t0802;2021-03-06
lubuskie;miêdzyrzecki;41;7.15;0;0;0;2;26;672;114;41;73;0;t0803;2021-03-06
lubuskie;nowosolski;23;2.67;1;1;0;0;14;458;88;26;62;0;t0804;2021-03-06
lubuskie;s³ubicki;15;3.20;0;0;0;0;15;230;50;16;34;0;t0805;2021-03-06
lubuskie;strzelecko-drezdenecki;9;1.84;0;0;0;0;16;324;50;11;39;0;t0806;2021-03-06
lubuskie;sulêciñski;12;3.42;0;0;0;0;4;199;50;13;37;0;t0807;2021-03-06
lubuskie;œwiebodziñski;20;3.59;0;0;0;0;15;558;86;20;66;0;t0808;2021-03-06
lubuskie;zielonogórski;46;6.08;0;0;0;2;32;553;107;46;59;2;t0809;2021-03-06
lubuskie;¿agañski;13;1.65;1;1;0;0;10;181;77;14;63;0;t0810;2021-03-06
lubuskie;¿arski;16;1.67;0;0;0;0;10;348;89;17;72;0;t0811;2021-03-06
lubuskie;wschowski;4;1.03;0;0;0;0;2;78;26;4;22;0;t0812;2021-03-06
lubuskie;Gorzów Wielkopolski;90;7.30;0;0;0;1;88;1204;227;96;131;0;t0861;2021-03-06
lubuskie;Zielona Góra;131;9.27;0;0;0;9;94;1309;305;142;155;8;t0862;2021-03-06
³ódzkie;be³chatowski;19;1.69;0;0;0;0;25;452;114;23;91;0;t1001;2021-03-06
³ódzkie;kutnowski;6;0.62;0;0;0;4;14;214;62;6;51;5;t1002;2021-03-06
³ódzkie;³aski;7;1.41;0;0;0;1;7;230;39;8;31;0;t1003;2021-03-06
³ódzkie;³êczycki;8;1.61;0;0;0;0;9;291;36;8;28;0;t1004;2021-03-06
³ódzkie;³owicki;17;2.18;0;0;0;1;21;609;87;17;69;1;t1005;2021-03-06
³ódzkie;³ódzki wschodni;17;2.35;0;0;0;0;8;309;114;18;93;3;t1006;2021-03-06
³ódzkie;opoczyñski;28;3.69;0;0;0;1;9;288;75;29;45;1;t1007;2021-03-06
³ódzkie;pabianicki;39;3.27;0;0;0;3;36;423;157;41;114;2;t1008;2021-03-06
³ódzkie;pajêczañski;3;0.59;0;0;0;2;7;152;31;3;27;1;t1009;2021-03-06
³ódzkie;piotrkowski;18;1.97;0;0;0;0;21;659;84;19;64;1;t1010;2021-03-06
³ódzkie;poddêbicki;7;1.71;0;0;0;1;15;200;40;7;33;0;t1011;2021-03-06
³ódzkie;radomszczañski;12;1.07;0;0;0;0;16;437;63;13;50;0;t1012;2021-03-06
³ódzkie;rawski;3;0.62;0;0;0;1;13;649;32;3;27;2;t1013;2021-03-06
³ódzkie;sieradzki;30;2.56;1;0;1;0;11;366;134;31;103;0;t1014;2021-03-06
³ódzkie;skierniewicki;8;2.10;0;0;0;0;6;300;24;8;15;1;t1015;2021-03-06
³ódzkie;tomaszowski;20;1.72;1;1;0;0;35;424;119;21;96;2;t1016;2021-03-06
³ódzkie;wieluñski;3;0.39;0;0;0;0;1;102;39;3;36;0;t1017;2021-03-06
³ódzkie;wieruszowski;10;2.38;0;0;0;0;9;156;31;11;19;1;t1018;2021-03-06
³ódzkie;zduñskowolski;6;0.91;1;0;1;0;8;206;38;7;31;0;t1019;2021-03-06
³ódzkie;zgierski;22;1.32;0;0;0;2;29;778;146;24;118;4;t1020;2021-03-06
³ódzkie;brzeziñski;16;5.20;0;0;0;0;1;252;54;19;33;2;t1021;2021-03-06
³ódzkie;£ódŸ;258;3.81;0;0;0;12;186;3966;1380;281;1074;25;t1061;2021-03-06
³ódzkie;Piotrków Trybunalski;15;2.06;0;0;0;0;20;542;67;15;51;1;t1062;2021-03-06
³ódzkie;Skierniewice;4;0.83;0;0;0;0;12;270;33;4;28;1;t1063;2021-03-06
ma³opolskie;bocheñski;37;3.46;0;0;0;1;17;728;161;44;117;0;t1201;2021-03-06
ma³opolskie;brzeski;17;1.83;0;0;0;0;22;609;154;18;135;1;t1202;2021-03-06
ma³opolskie;chrzanowski;37;2.98;0;0;0;0;23;780;102;37;64;1;t1203;2021-03-06
ma³opolskie;d¹browski;5;0.85;0;0;0;1;11;229;38;6;31;1;t1204;2021-03-06
ma³opolskie;gorlicki;10;0.92;0;0;0;0;7;238;101;11;90;0;t1205;2021-03-06
ma³opolskie;krakowski;128;4.56;1;1;0;2;96;2106;383;130;246;7;t1206;2021-03-06
ma³opolskie;limanowski;13;0.98;0;0;0;0;15;184;144;17;126;1;t1207;2021-03-06
ma³opolskie;miechowski;9;1.85;0;0;0;1;7;118;35;10;24;1;t1208;2021-03-06
ma³opolskie;myœlenicki;23;1.80;0;0;0;0;9;501;104;25;70;9;t1209;2021-03-06
ma³opolskie;nowos¹decki;16;0.74;1;0;1;0;19;313;153;22;130;1;t1210;2021-03-06
ma³opolskie;nowotarski;6;0.31;0;0;0;0;1;215;98;6;92;0;t1211;2021-03-06
ma³opolskie;olkuski;30;2.71;0;0;0;0;19;462;85;31;46;8;t1212;2021-03-06
ma³opolskie;oœwiêcimski;56;3.66;0;0;0;1;27;542;253;63;187;3;t1213;2021-03-06
ma³opolskie;proszowicki;16;3.71;0;0;0;3;2;162;63;18;45;0;t1214;2021-03-06
ma³opolskie;suski;29;3.44;0;0;0;0;6;214;73;30;42;1;t1215;2021-03-06
ma³opolskie;tarnowski;53;2.63;0;0;0;0;22;863;191;53;135;3;t1216;2021-03-06
ma³opolskie;tatrzañski;11;1.61;0;0;0;0;8;124;59;11;48;0;t1217;2021-03-06
ma³opolskie;wadowicki;57;3.56;0;0;0;0;49;1213;182;57;121;4;t1218;2021-03-06
ma³opolskie;wielicki;70;5.39;0;0;0;0;26;927;158;71;82;5;t1219;2021-03-06
ma³opolskie;Kraków;314;4.02;4;4;0;4;204;4086;892;321;560;11;t1261;2021-03-06
ma³opolskie;Nowy S¹cz;10;1.19;0;0;0;2;17;186;43;12;31;0;t1262;2021-03-06
ma³opolskie;Tarnów;50;4.62;0;0;0;0;18;500;127;52;72;3;t1263;2021-03-06
mazowieckie;bia³obrzeski;6;1.80;0;0;0;1;7;322;33;6;27;0;t1401;2021-03-06
mazowieckie;ciechanowski;44;4.93;1;0;1;0;65;826;148;44;93;11;t1402;2021-03-06
mazowieckie;garwoliñski;19;1.74;0;0;0;0;7;317;77;22;55;0;t1403;2021-03-06
mazowieckie;gostyniñski;9;2.01;0;0;0;0;9;117;48;10;38;0;t1404;2021-03-06
mazowieckie;grodziski;78;8.07;1;0;1;1;60;1731;223;79;140;4;t1405;2021-03-06
mazowieckie;grójecki;27;2.75;0;0;0;1;56;2191;99;27;70;2;t1406;2021-03-06
mazowieckie;kozienicki;14;2.34;0;0;0;0;8;399;63;14;49;0;t1407;2021-03-06
mazowieckie;legionowski;143;11.99;0;0;0;5;97;1850;335;145;175;15;t1408;2021-03-06
mazowieckie;lipski;13;3.85;0;0;0;1;7;155;50;13;36;1;t1409;2021-03-06
mazowieckie;³osicki;1;0.33;0;0;0;0;0;144;9;1;7;1;t1410;2021-03-06
mazowieckie;makowski;12;2.69;0;0;0;0;15;264;34;12;22;0;t1411;2021-03-06
mazowieckie;miñski;52;3.36;0;0;0;2;29;648;215;59;145;11;t1412;2021-03-06
mazowieckie;m³awski;78;10.77;1;0;1;2;61;781;152;78;72;2;t1413;2021-03-06
mazowieckie;nowodworski;30;3.78;0;0;0;0;27;603;79;33;46;0;t1414;2021-03-06
mazowieckie;ostro³êcki;9;1.02;1;1;0;1;45;765;68;13;51;4;t1415;2021-03-06
mazowieckie;ostrowski;11;1.53;1;0;1;0;5;299;39;11;26;2;t1416;2021-03-06
mazowieckie;otwocki;82;6.59;0;0;0;2;55;1064;244;83;155;6;t1417;2021-03-06
mazowieckie;piaseczyñski;198;10.45;1;0;1;4;118;2495;533;204;308;21;t1418;2021-03-06
mazowieckie;p³ocki;46;4.15;0;0;0;4;18;504;140;47;90;3;t1419;2021-03-06
mazowieckie;p³oñski;48;5.53;0;0;0;0;36;886;116;50;62;4;t1420;2021-03-06
mazowieckie;pruszkowski;122;7.33;0;0;0;3;80;1619;351;131;216;4;t1421;2021-03-06
mazowieckie;przasnyski;35;6.69;0;0;0;0;23;584;72;37;33;2;t1422;2021-03-06
mazowieckie;przysuski;2;0.48;0;0;0;0;2;172;35;3;32;0;t1423;2021-03-06
mazowieckie;pu³tuski;26;5.02;0;0;0;0;27;605;79;30;44;5;t1424;2021-03-06
mazowieckie;radomski;33;2.17;0;0;0;0;25;687;168;35;132;1;t1425;2021-03-06
mazowieckie;siedlecki;3;0.37;0;0;0;2;6;308;31;3;27;1;t1426;2021-03-06
mazowieckie;sierpecki;9;1.74;0;0;0;1;20;260;74;9;61;4;t1427;2021-03-06
mazowieckie;sochaczewski;21;2.47;0;0;0;0;43;1070;90;23;67;0;t1428;2021-03-06
mazowieckie;soko³owski;5;0.93;0;0;0;0;4;150;38;5;29;4;t1429;2021-03-06
mazowieckie;szyd³owiecki;6;1.52;0;0;0;0;3;62;37;6;31;0;t1430;2021-03-06
mazowieckie;warszawski zachodni;81;6.78;0;0;0;7;82;1492;229;82;138;9;t1432;2021-03-06
mazowieckie;wêgrowski;14;2.13;0;0;0;0;5;220;70;14;43;13;t1433;2021-03-06
mazowieckie;wo³omiñski;141;5.61;0;0;0;7;128;3071;468;147;308;13;t1434;2021-03-06
mazowieckie;wyszkowski;33;4.44;3;0;3;0;59;674;93;33;54;6;t1435;2021-03-06
mazowieckie;zwoleñski;7;1.94;0;0;0;0;8;112;35;7;27;1;t1436;2021-03-06
mazowieckie;¿uromiñski;9;2.35;1;0;1;0;4;194;37;9;28;0;t1437;2021-03-06
mazowieckie;¿yrardowski;38;5.03;0;0;0;1;35;586;122;41;80;1;t1438;2021-03-06
mazowieckie;Ostro³êka;3;0.58;0;0;0;0;19;305;40;4;34;2;t1461;2021-03-06
mazowieckie;P³ock;65;5.46;1;0;1;2;47;438;221;69;149;3;t1462;2021-03-06
mazowieckie;Radom;36;1.71;3;3;0;2;53;781;281;40;232;9;t1463;2021-03-06
mazowieckie;Siedlce;8;1.02;0;0;0;0;11;196;53;15;36;2;t1464;2021-03-06
mazowieckie;Warszawa;1183;6.60;9;0;9;28;895;16326;3740;1263;2379;98;t1465;2021-03-06
opolskie;brzeski;9;1.00;1;0;1;0;14;186;43;9;34;0;t1601;2021-03-06
opolskie;g³ubczycki;14;3.09;0;0;0;0;6;110;62;14;46;2;t1602;2021-03-06
opolskie;kêdzierzyñsko-kozielski;53;5.67;0;0;0;5;12;452;167;54;113;0;t1603;2021-03-06
opolskie;kluczborski;15;2.30;0;0;0;1;14;194;52;16;35;1;t1604;2021-03-06
opolskie;krapkowicki;8;1.26;0;0;0;1;4;204;83;8;75;0;t1605;2021-03-06
opolskie;namys³owski;13;3.05;0;0;0;0;8;153;47;14;32;1;t1606;2021-03-06
opolskie;nyski;42;3.10;2;2;0;5;25;372;131;42;89;0;t1607;2021-03-06
opolskie;oleski;1;0.16;0;0;0;0;2;103;35;1;34;0;t1608;2021-03-06
opolskie;opolski;19;1.53;0;0;0;1;15;383;148;19;128;1;t1609;2021-03-06
opolskie;prudnicki;13;2.36;0;0;0;0;5;61;69;14;55;0;t1610;2021-03-06
opolskie;strzelecki;10;1.35;0;0;0;0;9;205;84;10;74;0;t1611;2021-03-06
opolskie;Opole;42;3.28;0;0;0;1;47;810;201;46;155;0;t1661;2021-03-06
podkarpackie;bieszczadzki;13;6.03;1;0;1;1;3;221;24;14;10;0;t1801;2021-03-06
podkarpackie;brzozowski;8;1.22;2;1;1;2;22;409;72;9;62;1;t1802;2021-03-06
podkarpackie;dêbicki;18;1.33;1;0;1;0;20;761;95;23;72;0;t1803;2021-03-06
podkarpackie;jaros³awski;65;5.41;0;0;0;3;12;892;157;70;84;3;t1804;2021-03-06
podkarpackie;jasielski;24;2.12;1;0;1;2;15;324;112;24;87;1;t1805;2021-03-06
podkarpackie;kolbuszowski;8;1.29;0;0;0;1;4;253;60;10;50;0;t1806;2021-03-06
podkarpackie;kroœnieñski;26;2.32;1;0;1;12;15;542;90;29;61;0;t1807;2021-03-06
podkarpackie;le¿ajski;23;3.32;0;0;0;0;25;389;82;29;50;3;t1808;2021-03-06
podkarpackie;lubaczowski;13;2.36;0;0;0;0;9;240;47;16;30;1;t1809;2021-03-06
podkarpackie;³añcucki;20;2.46;0;0;0;15;22;601;94;21;70;3;t1810;2021-03-06
podkarpackie;mielecki;30;2.20;0;0;0;2;26;580;112;32;80;0;t1811;2021-03-06
podkarpackie;ni¿añski;10;1.51;0;0;0;1;7;330;46;11;34;1;t1812;2021-03-06
podkarpackie;przemyski;29;3.92;0;0;0;1;14;300;92;29;61;2;t1813;2021-03-06
podkarpackie;przeworski;24;3.07;0;0;0;0;15;548;77;26;49;2;t1814;2021-03-06
podkarpackie;ropczycko-sêdziszowski;22;2.95;0;0;0;0;11;296;63;23;39;1;t1815;2021-03-06
podkarpackie;rzeszowski;72;4.24;3;0;3;0;89;1747;241;74;164;3;t1816;2021-03-06
podkarpackie;sanocki;37;3.93;2;0;2;2;32;640;111;39;70;2;t1817;2021-03-06
podkarpackie;stalowowolski;36;3.40;0;0;0;0;8;567;114;41;71;2;t1818;2021-03-06
podkarpackie;strzy¿owski;14;2.28;0;0;0;5;13;327;49;14;35;0;t1819;2021-03-06
podkarpackie;tarnobrzeski;21;3.97;2;0;2;0;1;311;64;23;40;1;t1820;2021-03-06
podkarpackie;leski;11;4.16;2;0;2;3;15;229;39;11;28;0;t1821;2021-03-06
podkarpackie;Krosno;23;4.98;1;0;1;5;17;223;58;24;34;0;t1861;2021-03-06
podkarpackie;Przemyœl;22;3.64;0;0;0;0;16;307;110;23;84;3;t1862;2021-03-06
podkarpackie;Rzeszów;120;6.10;3;1;2;2;157;2098;340;124;213;3;t1863;2021-03-06
podkarpackie;Tarnobrzeg;29;6.22;0;0;0;0;20;372;80;29;51;0;t1864;2021-03-06
podlaskie;augustowski;11;1.90;0;0;0;0;8;170;37;11;26;0;t2001;2021-03-06
podlaskie;bia³ostocki;20;1.33;0;0;0;0;28;764;125;20;105;0;t2002;2021-03-06
podlaskie;bielski;12;2.22;0;0;0;0;5;222;45;13;30;2;t2003;2021-03-06
podlaskie;grajewski;15;3.19;1;0;1;0;13;261;40;16;24;0;t2004;2021-03-06
podlaskie;hajnowski;0;0;1;0;1;0;10;195;9;0;9;0;t2005;2021-03-06
podlaskie;kolneñski;14;3.69;3;0;3;0;18;411;42;14;27;1;t2006;2021-03-06
podlaskie;³om¿yñski;27;5.31;2;0;2;1;36;810;52;28;23;1;t2007;2021-03-06
podlaskie;moniecki;5;1.24;0;0;0;1;4;133;26;7;19;0;t2008;2021-03-06
podlaskie;sejneñski;0;0;0;0;0;0;5;78;6;0;6;0;t2009;2021-03-06
podlaskie;siemiatycki;5;1.14;0;0;0;1;2;76;27;6;21;0;t2010;2021-03-06
podlaskie;sokólski;7;1.06;3;2;1;0;23;308;24;7;17;0;t2011;2021-03-06
podlaskie;suwalski;3;0.84;0;0;0;0;3;90;11;3;8;0;t2012;2021-03-06
podlaskie;wysokomazowiecki;4;0.71;0;0;0;0;12;183;26;7;19;0;t2013;2021-03-06
podlaskie;zambrowski;7;1.61;0;0;0;0;17;257;41;10;31;0;t2014;2021-03-06
podlaskie;Bia³ystok;60;2.02;0;0;0;4;68;1195;228;66;161;1;t2061;2021-03-06
podlaskie;£om¿a;47;7.48;3;0;3;1;54;805;80;48;29;3;t2062;2021-03-06
podlaskie;Suwa³ki;16;2.29;2;0;2;0;9;189;41;17;21;3;t2063;2021-03-06
pomorskie;bytowski;18;2.27;0;0;0;1;9;272;128;19;109;0;t2201;2021-03-06
pomorskie;chojnicki;1;0.10;0;0;0;1;6;325;74;3;68;3;t2202;2021-03-06
pomorskie;cz³uchowski;11;1.97;0;0;0;0;15;377;50;12;37;1;t2203;2021-03-06
pomorskie;gdañski;119;9.97;0;0;0;0;105;1902;263;122;136;5;t2204;2021-03-06
pomorskie;kartuski;58;4.12;0;0;0;2;56;1432;200;60;130;10;t2205;2021-03-06
pomorskie;koœcierski;13;1.79;0;0;0;2;26;567;66;17;48;1;t2206;2021-03-06
pomorskie;kwidzyñski;29;3.49;1;0;1;1;19;455;100;30;67;3;t2207;2021-03-06
pomorskie;lêborski;72;10.90;0;0;0;1;63;1039;174;73;94;7;t2208;2021-03-06
pomorskie;malborski;19;3.00;0;0;0;1;23;390;59;20;39;0;t2209;2021-03-06
pomorskie;nowodworski;11;3.10;0;0;0;0;14;364;32;11;17;4;t2210;2021-03-06
pomorskie;pucki;59;6.77;0;0;0;0;26;799;135;60;75;0;t2211;2021-03-06
pomorskie;s³upski;22;2.23;0;0;0;2;24;462;128;23;101;4;t2212;2021-03-06
pomorskie;starogardzki;34;2.65;0;0;0;1;40;819;118;34;81;3;t2213;2021-03-06
pomorskie;tczewski;25;2.16;1;0;1;4;40;947;128;28;97;3;t2214;2021-03-06
pomorskie;wejherowski;83;3.79;1;0;1;1;91;2056;364;89;273;2;t2215;2021-03-06
pomorskie;sztumski;7;1.70;0;0;0;1;20;218;61;8;53;0;t2216;2021-03-06
pomorskie;Gdañsk;323;6.85;2;0;2;28;264;5407;810;334;461;15;t2261;2021-03-06
pomorskie;Gdynia;162;6.59;0;0;0;3;198;2633;499;165;316;18;t2262;2021-03-06
pomorskie;S³upsk;16;1.77;0;0;0;0;25;576;102;17;84;1;t2263;2021-03-06
pomorskie;Sopot;14;3.94;1;0;1;0;9;279;39;14;25;0;t2264;2021-03-06
œl¹skie;bêdziñski;79;5.34;0;0;0;1;43;975;183;82;100;1;t2401;2021-03-06
œl¹skie;bielski;117;7.04;1;0;1;5;52;1583;286;120;163;3;t2402;2021-03-06
œl¹skie;cieszyñski;92;5.17;1;0;1;0;54;1048;246;97;144;5;t2403;2021-03-06
œl¹skie;czêstochowski;31;2.31;0;0;0;7;26;379;125;36;86;3;t2404;2021-03-06
œl¹skie;gliwicki;21;1.82;0;0;0;0;18;401;107;22;84;1;t2405;2021-03-06
œl¹skie;k³obucki;11;1.30;0;0;0;1;7;351;67;11;56;0;t2406;2021-03-06
œl¹skie;lubliniecki;20;2.62;0;0;0;0;22;251;74;20;52;2;t2407;2021-03-06
œl¹skie;miko³owski;51;5.14;0;0;0;0;47;481;142;52;86;4;t2408;2021-03-06
œl¹skie;myszkowski;9;1.27;0;0;0;1;6;195;62;9;53;0;t2409;2021-03-06
