wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;1234;0.32;22;6;16;5994;413;83537;45858;1419;44289;150;t0000;2021-09-28
dolnoœl¹skie;boles³awiecki;0;0;1;1;0;23;0;254;145;1;144;0;t0201;2021-09-28
dolnoœl¹skie;dzier¿oniowski;1;0.10;0;0;0;13;0;87;113;1;112;0;t0202;2021-09-28
dolnoœl¹skie;g³ogowski;5;0.56;2;0;2;7;0;86;74;5;69;0;t0203;2021-09-28
dolnoœl¹skie;górowski;0;0;0;0;0;19;0;151;33;0;32;1;t0204;2021-09-28
dolnoœl¹skie;jaworski;3;0.60;0;0;0;28;0;63;34;3;31;0;t0205;2021-09-28
dolnoœl¹skie;jeleniogórski;1;0.16;0;0;0;1;0;66;53;1;52;0;t0206;2021-09-28
dolnoœl¹skie;kamiennogórski;0;0;0;0;0;6;0;58;44;0;44;0;t0207;2021-09-28
dolnoœl¹skie;k³odzki;0;0;0;0;0;11;1;121;94;0;93;1;t0208;2021-09-28
dolnoœl¹skie;legnicki;0;0;0;0;0;6;0;79;56;0;55;1;t0209;2021-09-28
dolnoœl¹skie;lubañski;0;0;0;0;0;8;1;51;45;0;45;0;t0210;2021-09-28
dolnoœl¹skie;lubiñski;2;0.19;0;0;0;6;1;81;91;2;89;0;t0211;2021-09-28
dolnoœl¹skie;lwówecki;1;0.22;0;0;0;5;0;51;43;1;42;0;t0212;2021-09-28
dolnoœl¹skie;milicki;0;0;0;0;0;1;0;39;13;0;13;0;t0213;2021-09-28
dolnoœl¹skie;oleœnicki;2;0.19;0;0;0;16;0;176;99;2;97;0;t0214;2021-09-28
dolnoœl¹skie;o³awski;1;0.13;0;0;0;8;1;268;57;1;56;0;t0215;2021-09-28
dolnoœl¹skie;polkowicki;3;0.48;0;0;0;8;0;82;52;3;49;0;t0216;2021-09-28
dolnoœl¹skie;strzeliñski;0;0;0;0;0;14;1;53;39;0;39;0;t0217;2021-09-28
dolnoœl¹skie;œredzki;3;0.54;0;0;0;8;1;121;60;3;57;0;t0218;2021-09-28
dolnoœl¹skie;œwidnicki;4;0.26;0;0;0;7;1;354;118;4;114;0;t0219;2021-09-28
dolnoœl¹skie;trzebnicki;2;0.23;0;0;0;10;0;211;87;3;82;2;t0220;2021-09-28
dolnoœl¹skie;wa³brzyski;3;0.54;0;0;0;4;0;29;44;3;41;0;t0221;2021-09-28
dolnoœl¹skie;wo³owski;0;0;0;0;0;2;0;66;50;0;50;0;t0222;2021-09-28
dolnoœl¹skie;wroc³awski;5;0.32;0;0;0;31;1;455;198;5;192;1;t0223;2021-09-28
dolnoœl¹skie;z¹bkowicki;0;0;0;0;0;10;0;43;31;1;30;0;t0224;2021-09-28
dolnoœl¹skie;zgorzelecki;5;0.56;0;0;0;7;0;115;44;5;39;0;t0225;2021-09-28
dolnoœl¹skie;z³otoryjski;0;0;0;0;0;6;0;51;25;1;24;0;t0226;2021-09-28
dolnoœl¹skie;Jelenia Góra;3;0.38;0;0;0;12;0;128;104;4;100;0;t0261;2021-09-28
dolnoœl¹skie;Legnica;5;0.50;0;0;0;3;0;320;116;5;111;0;t0262;2021-09-28
dolnoœl¹skie;Wroc³aw;23;0.36;0;0;0;135;7;2448;951;23;926;2;t0264;2021-09-28
dolnoœl¹skie;Wa³brzych;1;0.09;0;0;0;10;1;111;99;1;98;0;t0265;2021-09-28
kujawsko-pomorskie;aleksandrowski;3;0.55;0;0;0;5;3;35;45;3;42;0;t0401;2021-09-28
kujawsko-pomorskie;brodnicki;0;0;0;0;0;6;0;97;67;0;67;0;t0402;2021-09-28
kujawsko-pomorskie;bydgoski;2;0.17;0;0;0;32;0;221;170;2;167;1;t0403;2021-09-28
kujawsko-pomorskie;che³miñski;1;0.19;0;0;0;9;0;46;42;1;41;0;t0404;2021-09-28
kujawsko-pomorskie;golubsko-dobrzyñski;0;0;0;0;0;23;0;37;61;0;61;0;t0405;2021-09-28
kujawsko-pomorskie;grudzi¹dzki;0;0;0;0;0;5;0;21;27;0;27;0;t0406;2021-09-28
kujawsko-pomorskie;inowroc³awski;1;0.06;0;0;0;26;0;149;148;1;146;1;t0407;2021-09-28
kujawsko-pomorskie;lipnowski;1;0.15;1;0;1;4;0;31;57;1;56;0;t0408;2021-09-28
kujawsko-pomorskie;mogileñski;0;0;0;0;0;5;0;52;29;0;29;0;t0409;2021-09-28
kujawsko-pomorskie;nakielski;1;0.12;0;0;0;15;3;151;88;2;85;1;t0410;2021-09-28
kujawsko-pomorskie;radziejowski;2;0.50;1;0;1;2;0;29;38;3;35;0;t0411;2021-09-28
kujawsko-pomorskie;rypiñski;0;0;0;0;0;5;0;9;33;0;33;0;t0412;2021-09-28
kujawsko-pomorskie;sêpoleñski;0;0;0;0;0;0;0;53;55;0;55;0;t0413;2021-09-28
kujawsko-pomorskie;œwiecki;1;0.10;0;0;0;7;3;100;164;1;162;1;t0414;2021-09-28
kujawsko-pomorskie;toruñski;4;0.37;0;0;0;21;2;163;117;6;111;0;t0415;2021-09-28
kujawsko-pomorskie;tucholski;0;0;0;0;0;4;0;20;26;0;26;0;t0416;2021-09-28
kujawsko-pomorskie;w¹brzeski;0;0;0;0;0;0;0;12;29;0;28;1;t0417;2021-09-28
kujawsko-pomorskie;w³oc³awski;0;0;0;0;0;4;0;52;101;0;101;0;t0418;2021-09-28
kujawsko-pomorskie;¿niñski;1;0.14;0;0;0;6;0;58;98;2;94;2;t0419;2021-09-28
kujawsko-pomorskie;Bydgoszcz;9;0.26;1;0;1;73;3;736;521;10;505;6;t0461;2021-09-28
kujawsko-pomorskie;Grudzi¹dz;2;0.21;0;0;0;32;0;85;99;3;95;1;t0462;2021-09-28
kujawsko-pomorskie;Toruñ;9;0.45;0;0;0;39;9;325;252;11;241;0;t0463;2021-09-28
kujawsko-pomorskie;W³oc³awek;1;0.09;0;0;0;11;0;102;110;1;109;0;t0464;2021-09-28
lubelskie;bialski;16;1.45;1;0;1;52;2;305;150;18;130;2;t0601;2021-09-28
lubelskie;bi³gorajski;6;0.60;0;0;0;37;0;256;170;8;161;1;t0602;2021-09-28
lubelskie;che³mski;9;1.16;0;0;0;27;1;321;107;9;98;0;t0603;2021-09-28
lubelskie;hrubieszowski;0;0;0;0;0;6;0;115;73;1;71;1;t0604;2021-09-28
lubelskie;janowski;3;0.66;0;0;0;18;1;171;66;4;61;1;t0605;2021-09-28
lubelskie;krasnostawski;8;1.27;1;0;1;25;1;126;90;8;80;2;t0606;2021-09-28
lubelskie;kraœnicki;15;1.58;0;0;0;29;0;479;138;20;117;1;t0607;2021-09-28
lubelskie;lubartowski;14;1.59;0;0;0;14;0;163;119;14;105;0;t0608;2021-09-28
lubelskie;lubelski;17;1.09;0;0;0;78;7;882;208;18;188;2;t0609;2021-09-28
lubelskie;³êczyñski;16;2.79;0;0;0;45;4;368;86;16;69;1;t0610;2021-09-28
lubelskie;³ukowski;1;0.09;0;0;0;14;3;146;96;1;95;0;t0611;2021-09-28
lubelskie;opolski;7;1.19;0;0;0;11;0;829;49;7;42;0;t0612;2021-09-28
lubelskie;parczewski;6;1.73;0;0;0;13;0;107;32;6;26;0;t0613;2021-09-28
lubelskie;pu³awski;6;0.53;0;0;0;41;1;468;120;6;114;0;t0614;2021-09-28
lubelskie;radzyñski;10;1.71;0;0;0;9;0;254;69;10;59;0;t0615;2021-09-28
lubelskie;rycki;2;0.36;1;1;0;13;1;144;53;2;51;0;t0616;2021-09-28
lubelskie;œwidnicki;5;0.70;0;0;0;33;1;208;91;5;86;0;t0617;2021-09-28
lubelskie;tomaszowski;0;0;0;0;0;10;0;74;66;0;66;0;t0618;2021-09-28
lubelskie;w³odawski;4;1.05;0;0;0;7;3;138;57;4;53;0;t0619;2021-09-28
lubelskie;zamojski;0;0;0;0;0;7;0;63;83;1;82;0;t0620;2021-09-28
lubelskie;Bia³a Podlaska;14;2.45;0;0;0;37;1;163;97;14;83;0;t0661;2021-09-28
lubelskie;Che³m;7;1.14;0;0;0;14;2;201;96;7;88;1;t0662;2021-09-28
lubelskie;Lublin;52;1.53;0;0;0;154;9;1165;671;53;617;1;t0663;2021-09-28
lubelskie;Zamoœæ;2;0.32;0;0;0;8;0;42;57;2;55;0;t0664;2021-09-28
lubuskie;gorzowski;1;0.14;0;0;0;8;0;105;57;1;56;0;t0801;2021-09-28
lubuskie;kroœnieñski;0;0;0;0;0;4;0;86;46;0;46;0;t0802;2021-09-28
lubuskie;miêdzyrzecki;0;0;0;0;0;5;0;66;69;0;69;0;t0803;2021-09-28
lubuskie;nowosolski;0;0;0;0;0;11;0;135;135;1;134;0;t0804;2021-09-28
lubuskie;s³ubicki;2;0.43;0;0;0;8;2;157;64;2;60;2;t0805;2021-09-28
lubuskie;strzelecko-drezdenecki;0;0;0;0;0;2;0;28;49;0;49;0;t0806;2021-09-28
lubuskie;sulêciñski;2;0.57;0;0;0;4;0;298;45;3;41;1;t0807;2021-09-28
lubuskie;œwiebodziñski;3;0.54;0;0;0;2;1;117;73;4;66;3;t0808;2021-09-28
lubuskie;zielonogórski;1;0.13;0;0;0;13;1;163;103;3;98;2;t0809;2021-09-28
lubuskie;¿agañski;0;0;0;0;0;7;0;68;84;0;84;0;t0810;2021-09-28
lubuskie;¿arski;0;0;0;0;0;7;1;96;88;0;88;0;t0811;2021-09-28
lubuskie;wschowski;0;0;0;0;0;1;0;150;31;0;31;0;t0812;2021-09-28
lubuskie;Gorzów Wielkopolski;2;0.16;0;0;0;14;0;178;89;2;87;0;t0861;2021-09-28
lubuskie;Zielona Góra;9;0.64;0;0;0;26;2;356;193;10;183;0;t0862;2021-09-28
³ódzkie;be³chatowski;4;0.35;0;0;0;10;0;128;83;4;79;0;t1001;2021-09-28
³ódzkie;kutnowski;2;0.21;0;0;0;11;1;257;118;3;115;0;t1002;2021-09-28
³ódzkie;³aski;1;0.20;0;0;0;4;0;49;50;1;49;0;t1003;2021-09-28
³ódzkie;³êczycki;0;0;0;0;0;10;0;105;63;0;62;1;t1004;2021-09-28
³ódzkie;³owicki;1;0.13;0;0;0;7;2;104;85;1;84;0;t1005;2021-09-28
³ódzkie;³ódzki wschodni;4;0.55;0;0;0;20;1;172;90;4;86;0;t1006;2021-09-28
³ódzkie;opoczyñski;0;0;0;0;0;2;0;50;64;0;64;0;t1007;2021-09-28
³ódzkie;pabianicki;3;0.25;0;0;0;21;1;160;190;3;187;0;t1008;2021-09-28
³ódzkie;pajêczañski;0;0;0;0;0;3;0;61;43;0;43;0;t1009;2021-09-28
³ódzkie;piotrkowski;4;0.44;0;0;0;9;1;163;88;5;83;0;t1010;2021-09-28
³ódzkie;poddêbicki;0;0;0;0;0;6;0;86;39;0;39;0;t1011;2021-09-28
³ódzkie;radomszczañski;2;0.18;1;0;1;14;3;159;139;3;135;1;t1012;2021-09-28
³ódzkie;rawski;1;0.21;0;0;0;5;0;1339;49;1;48;0;t1013;2021-09-28
³ódzkie;sieradzki;5;0.43;0;0;0;7;0;207;108;6;102;0;t1014;2021-09-28
³ódzkie;skierniewicki;0;0;0;0;0;8;1;211;42;0;42;0;t1015;2021-09-28
³ódzkie;tomaszowski;6;0.52;0;0;0;12;1;184;132;6;125;1;t1016;2021-09-28
³ódzkie;wieluñski;2;0.26;0;0;0;9;0;102;75;3;72;0;t1017;2021-09-28
³ódzkie;wieruszowski;2;0.48;0;0;0;5;0;46;29;2;27;0;t1018;2021-09-28
³ódzkie;zduñskowolski;2;0.30;0;0;0;18;1;76;91;2;89;0;t1019;2021-09-28
³ódzkie;zgierski;3;0.18;0;0;0;22;2;468;195;4;191;0;t1020;2021-09-28
³ódzkie;brzeziñski;1;0.32;0;0;0;4;0;51;33;1;32;0;t1021;2021-09-28
³ódzkie;£ódŸ;28;0.41;0;0;0;129;9;1890;1266;36;1224;6;t1061;2021-09-28
³ódzkie;Piotrków Trybunalski;2;0.27;0;0;0;10;0;137;72;3;68;1;t1062;2021-09-28
³ódzkie;Skierniewice;4;0.83;0;0;0;11;0;88;49;4;45;0;t1063;2021-09-28
ma³opolskie;bocheñski;1;0.09;0;0;0;20;0;164;112;1;111;0;t1201;2021-09-28
ma³opolskie;brzeski;3;0.32;0;0;0;11;3;98;97;3;91;3;t1202;2021-09-28
ma³opolskie;chrzanowski;0;0;0;0;0;14;2;116;135;0;135;0;t1203;2021-09-28
ma³opolskie;d¹browski;3;0.51;1;0;1;2;1;30;57;4;53;0;t1204;2021-09-28
ma³opolskie;gorlicki;2;0.18;0;0;0;11;0;100;110;3;107;0;t1205;2021-09-28
ma³opolskie;krakowski;6;0.21;0;0;0;47;6;510;290;7;283;0;t1206;2021-09-28
