wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;775;0.20;125;32;93;4742;2199;78901;61924;1041;60608;275;t0000;2021-05-28
dolnoœl¹skie;boles³awiecki;4;0.44;0;0;0;16;14;393;171;6;165;0;t0201;2021-05-28
dolnoœl¹skie;dzier¿oniowski;3;0.30;0;0;0;18;7;112;99;3;96;0;t0202;2021-05-28
dolnoœl¹skie;g³ogowski;1;0.11;2;0;2;11;5;154;117;1;116;0;t0203;2021-05-28
dolnoœl¹skie;górowski;0;0;0;0;0;4;1;66;35;0;35;0;t0204;2021-05-28
dolnoœl¹skie;jaworski;0;0;1;1;0;7;4;63;46;0;46;0;t0205;2021-05-28
dolnoœl¹skie;jeleniogórski;5;0.79;0;0;0;6;7;141;145;5;140;0;t0206;2021-05-28
dolnoœl¹skie;kamiennogórski;1;0.23;0;0;0;3;2;81;69;1;68;0;t0207;2021-05-28
dolnoœl¹skie;k³odzki;5;0.32;0;0;0;12;7;128;176;5;170;1;t0208;2021-05-28
dolnoœl¹skie;legnicki;0;0;1;1;0;4;2;121;85;0;83;2;t0209;2021-05-28
dolnoœl¹skie;lubañski;1;0.18;0;0;0;4;5;91;62;4;55;3;t0210;2021-05-28
dolnoœl¹skie;lubiñski;2;0.19;0;0;0;12;3;128;141;2;138;1;t0211;2021-05-28
dolnoœl¹skie;lwówecki;2;0.44;0;0;0;28;7;114;78;3;75;0;t0212;2021-05-28
dolnoœl¹skie;milicki;0;0;0;0;0;1;3;42;29;1;28;0;t0213;2021-05-28
dolnoœl¹skie;oleœnicki;2;0.19;0;0;0;12;6;207;108;5;102;1;t0214;2021-05-28
dolnoœl¹skie;o³awski;0;0;1;0;1;9;9;212;101;2;98;1;t0215;2021-05-28
dolnoœl¹skie;polkowicki;1;0.16;0;0;0;6;4;130;64;2;62;0;t0216;2021-05-28
dolnoœl¹skie;strzeliñski;0;0;0;0;0;5;0;26;33;0;33;0;t0217;2021-05-28
dolnoœl¹skie;œredzki;2;0.36;0;0;0;6;6;142;75;2;71;2;t0218;2021-05-28
dolnoœl¹skie;œwidnicki;10;0.64;0;0;0;16;15;298;216;11;200;5;t0219;2021-05-28
dolnoœl¹skie;trzebnicki;0;0;0;0;0;10;8;194;106;1;105;0;t0220;2021-05-28
dolnoœl¹skie;wa³brzyski;1;0.18;0;0;0;4;0;49;70;1;69;0;t0221;2021-05-28
dolnoœl¹skie;wo³owski;2;0.43;0;0;0;9;3;78;66;2;64;0;t0222;2021-05-28
dolnoœl¹skie;wroc³awski;0;0;0;0;0;63;14;460;346;1;342;3;t0223;2021-05-28
dolnoœl¹skie;z¹bkowicki;4;0.62;0;0;0;10;10;102;78;4;74;0;t0224;2021-05-28
dolnoœl¹skie;zgorzelecki;4;0.45;0;0;0;10;1;196;72;6;66;0;t0225;2021-05-28
dolnoœl¹skie;z³otoryjski;1;0.23;1;1;0;2;5;85;32;2;30;0;t0226;2021-05-28
dolnoœl¹skie;Jelenia Góra;1;0.13;1;1;0;6;10;82;127;1;125;1;t0261;2021-05-28
dolnoœl¹skie;Legnica;1;0.10;0;0;0;13;12;231;149;1;147;1;t0262;2021-05-28
dolnoœl¹skie;Wroc³aw;17;0.26;2;2;0;113;59;1970;1312;23;1280;9;t0264;2021-05-28
dolnoœl¹skie;Wa³brzych;1;0.09;0;0;0;9;3;100;169;2;167;0;t0265;2021-05-28
kujawsko-pomorskie;aleksandrowski;0;0;0;0;0;5;0;47;63;0;63;0;t0401;2021-05-28
kujawsko-pomorskie;brodnicki;0;0;0;0;0;8;2;66;105;0;105;0;t0402;2021-05-28
kujawsko-pomorskie;bydgoski;1;0.08;0;0;0;20;9;217;186;1;182;3;t0403;2021-05-28
kujawsko-pomorskie;che³miñski;0;0;0;0;0;4;2;56;41;0;41;0;t0404;2021-05-28
kujawsko-pomorskie;golubsko-dobrzyñski;0;0;0;0;0;6;1;20;41;1;40;0;t0405;2021-05-28
kujawsko-pomorskie;grudzi¹dzki;0;0;0;0;0;5;3;42;54;0;54;0;t0406;2021-05-28
