wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
dolnośląskie;oławski;19;2.47;1.0;0.0;1.0;104;1462;91;26;60;5;t0215;2020-11-23
dolnośląskie;polkowicki;8;1.27;;;;54;834;59;10;46;3;t0216;2020-11-23
dolnośląskie;strzeliński;21;4.83;;;;51;563;57;21;36;0;t0217;2020-11-23
dolnośląskie;średzki;25;4.52;1.0;0.0;1.0;82;603;74;29;38;7;t0218;2020-11-23
dolnośląskie;świdnicki;50;3.19;;;;131;1433;210;55;153;2;t0219;2020-11-23
dolnośląskie;trzebnicki;35;4.1;;;;92;967;103;43;58;2;t0220;2020-11-23
dolnośląskie;wałbrzyski;20;3.61;1.0;0.0;1.0;49;526;77;21;56;0;t0221;2020-11-23
dolnośląskie;wołowski;5;1.07;1.0;0.0;1.0;50;782;30;6;22;2;t0222;2020-11-23
dolnośląskie;wrocławski;48;3.12;;;;195;1466;186;53;120;13;t0223;2020-11-23
dolnośląskie;ząbkowicki;11;1.71;2.0;0.0;2.0;45;707;78;12;64;2;t0224;2020-11-23
dolnośląskie;zgorzelecki;42;4.73;;;;181;930;120;43;75;2;t0225;2020-11-23
dolnośląskie;złotoryjski;22;5.08;;;;36;426;57;25;31;1;t0226;2020-11-23
dolnośląskie;Jelenia Góra;58;7.36;4.0;0.0;4.0;77;729;170;70;98;2;t0261;2020-11-23
dolnośląskie;Legnica;29;2.93;2.0;0.0;2.0;98;952;92;29;59;4;t0262;2020-11-23
dolnośląskie;Wrocław;217;3.37;14.0;0.0;14.0;694;3730;1254;251;956;47;t0264;2020-11-23
dolnośląskie;Wałbrzych;51;4.61;2.0;0.0;2.0;89;959;249;56;188;5;t0265;2020-11-23
kujawsko-pomorskie;aleksandrowski;9;1.64;1.0;0.0;1.0;65;471;53;11;39;3;t0401;2020-11-23
kujawsko-pomorskie;brodnicki;16;2.02;;;;77;670;49;16;32;1;t0402;2020-11-23
kujawsko-pomorskie;bydgoski;35;2.93;2.0;0.0;2.0;170;1194;150;40;106;4;t0403;2020-11-23
kujawsko-pomorskie;chełmiński;15;2.89;;;;94;702;90;19;69;2;t0404;2020-11-23
kujawsko-pomorskie;golubsko-dobrzyński;3;0.67;;;;69;408;25;3;22;0;t0405;2020-11-23
kujawsko-pomorskie;grudziądzki;11;2.74;;;;51;388;66;13;51;2;t0406;2020-11-23
kujawsko-pomorskie;inowrocławski;27;1.69;2.0;0.0;2.0;212;1561;133;31;97;5;t0407;2020-11-23
kujawsko-pomorskie;lipnowski;10;1.52;;;;63;574;78;12;65;1;t0408;2020-11-23
kujawsko-pomorskie;mogileński;2;0.44;;;;60;532;22;2;20;0;t0409;2020-11-23
kujawsko-pomorskie;nakielski;29;3.36;;;;152;1194;94;31;58;5;t0410;2020-11-23
kujawsko-pomorskie;radziejowski;14;3.48;;;;68;464;51;18;33;0;t0411;2020-11-23
kujawsko-pomorskie;rypiński;6;1.38;;;;36;337;45;7;38;0;t0412;2020-11-23
kujawsko-pomorskie;sępoleński;13;3.18;;;;73;726;48;16;28;4;t0413;2020-11-23
kujawsko-pomorskie;świecki;17;1.72;;;;171;1209;79;18;59;2;t0414;2020-11-23
kujawsko-pomorskie;toruński;16;1.47;1.0;0.0;1.0;212;1384;124;19;104;1;t0415;2020-11-23
kujawsko-pomorskie;tucholski;10;2.07;;;;62;547;56;11;45;0;t0416;2020-11-23
kujawsko-pomorskie;wąbrzeski;2;0.59;;;;71;335;20;3;14;3;t0417;2020-11-23
kujawsko-pomorskie;włocławski;14;1.63;;;;97;713;53;14;39;0;t0418;2020-11-23
kujawsko-pomorskie;żniński;14;2.0;;;;74;758;56;14;41;1;t0419;2020-11-23
kujawsko-pomorskie;Bydgoszcz;167;4.82;9.0;0.0;9.0;494;2677;681;183;484;14;t0461;2020-11-23
kujawsko-pomorskie;Grudziądz;32;3.4;;;;128;868;223;41;181;1;t0462;2020-11-23
kujawsko-pomorskie;Toruń;47;2.34;2.0;0.0;2.0;338;1832;402;60;340;2;t0463;2020-11-23
kujawsko-pomorskie;Włocławek;20;1.83;;;;145;837;93;21;69;3;t0464;2020-11-23
lubelskie;bialski;38;3.44;3.0;1.0;2.0;95;1449;85;49;34;2;t0601;2020-11-23
lubelskie;biłgorajski;17;1.69;;;;63;609;71;17;54;0;t0602;2020-11-23
lubelskie;chełmski;35;4.5;;;;84;567;100;37;60;3;t0603;2020-11-23
lubelskie;hrubieszowski;17;2.72;;;;59;668;77;21;54;2;t0604;2020-11-23
lubelskie;janowski;8;1.76;;;;39;359;28;9;17;2;t0605;2020-11-23
lubelskie;krasnostawski;5;0.79;;;;68;666;26;7;18;1;t0606;2020-11-23
lubelskie;kraśnicki;50;5.26;;;;77;608;111;52;59;0;t0607;2020-11-23
lubelskie;lubartowski;34;3.86;;;;91;988;88;34;53;1;t0608;2020-11-23
lubelskie;lubelski;65;4.17;;;;179;1806;223;72;149;2;t0609;2020-11-23
lubelskie;łęczyński;24;4.19;1.0;0.0;1.0;73;563;58;25;32;1;t0610;2020-11-23
lubelskie;łukowski;11;1.03;;;;62;742;73;14;59;0;t0611;2020-11-23
lubelskie;opolski;21;3.56;1.0;0.0;1.0;63;480;59;23;36;0;t0612;2020-11-23
lubelskie;parczewski;8;2.31;;;;27;251;25;10;15;0;t0613;2020-11-23
lubelskie;puławski;28;2.48;;;;122;985;98;32;64;2;t0614;2020-11-23
lubelskie;radzyński;6;1.02;1.0;0.0;1.0;31;509;70;6;64;0;t0615;2020-11-23
lubelskie;rycki;8;1.43;2.0;1.0;1.0;57;308;28;10;18;0;t0616;2020-11-23
lubelskie;świdnicki;23;3.21;;;;163;1005;64;25;39;0;t0617;2020-11-23
lubelskie;tomaszowski;5;0.61;;;;72;563;33;7;24;2;t0618;2020-11-23
lubelskie;włodawski;19;4.97;;;;21;263;62;20;39;3;t0619;2020-11-23
lubelskie;zamojski;29;2.74;;;;61;718;97;31;62;4;t0620;2020-11-23
lubelskie;Biała Podlaska;31;5.42;;;;89;916;73;36;37;0;t0661;2020-11-23
lubelskie;Chełm;14;2.27;;;;89;547;47;17;29;1;t0662;2020-11-23
lubelskie;Lublin;162;4.77;;;;470;3002;615;187;421;7;t0663;2020-11-23
lubelskie;Zamość;13;2.06;;;;61;444;69;16;52;1;t0664;2020-11-23
lubuskie;gorzowski;7;0.97;;;;64;795;51;7;40;4;t0801;2020-11-23
lubuskie;krośnieński;18;3.29;;;;90;724;50;19;29;2;t0802;2020-11-23
lubuskie;międzyrzecki;17;2.96;;;;54;670;55;18;35;2;t0803;2020-11-23
lubuskie;nowosolski;27;3.14;1.0;1.0;0.0;92;915;75;31;44;0;t0804;2020-11-23
lubuskie;słubicki;9;1.92;;;;42;728;38;11;27;0;t0805;2020-11-23
lubuskie;strzelecko-drezdenecki;13;2.66;3.0;3.0;0.0;42;387;56;14;39;3;t0806;2020-11-23
lubuskie;sulęciński;6;1.71;;;;44;326;29;7;22;0;t0807;2020-11-23
lubuskie;świebodziński;9;1.62;2.0;0.0;2.0;72;851;58;12;45;1;t0808;2020-11-23
lubuskie;zielonogórski;31;4.1;;;;115;784;115;34;77;4;t0809;2020-11-23
lubuskie;żagański;25;3.18;;;;143;965;80;27;52;1;t0810;2020-11-23
lubuskie;żarski;24;2.51;3.0;1.0;2.0;115;938;125;26;93;6;t0811;2020-11-23
lubuskie;wschowski;8;2.06;;;;24;341;30;8;21;1;t0812;2020-11-23
lubuskie;Gorzów Wielkopolski;32;2.59;5.0;0.0;5.0;155;1185;139;33;104;2;t0861;2020-11-23
lubuskie;Zielona Góra;41;2.9;;;;147;1118;183;58;115;10;t0862;2020-11-23
łódzkie;bełchatowski;16;1.42;;;;105;878;87;17;70;0;t1001;2020-11-23
łódzkie;kutnowski;16;1.66;2.0;0.0;2.0;133;975;79;19;58;2;t1002;2020-11-23
łódzkie;łaski;5;1.0;;;;43;340;38;8;30;0;t1003;2020-11-23
łódzkie;łęczycki;31;6.25;1.0;1.0;0.0;49;510;100;43;54;3;t1004;2020-11-23
łódzkie;łowicki;22;2.83;;;;64;787;90;22;67;1;t1005;2020-11-23
łódzkie;łódzki wschodni;11;1.52;;;;94;796;99;16;80;3;t1006;2020-11-23
łódzkie;opoczyński;16;2.11;;;;22;322;86;19;64;3;t1007;2020-11-23
łódzkie;pabianicki;26;2.18;;;;178;1119;145;30;115;0;t1008;2020-11-23
łódzkie;pajęczański;2;0.39;;;;38;571;18;6;12;0;t1009;2020-11-23
łódzkie;piotrkowski;27;2.96;3.0;0.0;3.0;71;582;101;29;68;4;t1010;2020-11-23
łódzkie;poddębicki;7;1.71;;;;32;414;29;8;20;1;t1011;2020-11-23
łódzkie;radomszczański;6;0.53;;;;65;999;73;8;65;0;t1012;2020-11-23
łódzkie;rawski;2;0.41;11.0;2.0;9.0;36;428;34;4;28;2;t1013;2020-11-23
łódzkie;sieradzki;30;2.56;;;;96;971;112;36;72;4;t1014;2020-11-23
łódzkie;skierniewicki;2;0.52;;;;35;474;28;4;22;2;t1015;2020-11-23
łódzkie;tomaszowski;26;2.24;;;;106;938;110;28;76;6;t1016;2020-11-23
łódzkie;wieluński;7;0.92;14.0;2.0;12.0;51;430;36;7;26;3;t1017;2020-11-23
łódzkie;wieruszowski;1;0.24;3.0;2.0;1.0;24;213;19;1;17;1;t1018;2020-11-23
łódzkie;zduńskowolski;14;2.11;3.0;2.0;1.0;55;531;52;15;33;4;t1019;2020-11-23
łódzkie;zgierski;29;1.75;2.0;1.0;1.0;209;1640;174;36;128;10;t1020;2020-11-23
łódzkie;brzeziński;6;1.95;;;;22;331;34;6;26;2;t1021;2020-11-23
łódzkie;Łódź;227;3.35;;;;868;5351;1380;261;1071;48;t1061;2020-11-23
łódzkie;Piotrków Trybunalski;22;3.02;;;;64;551;86;24;57;5;t1062;2020-11-23
łódzkie;Skierniewice;10;2.09;;;;57;570;57;11;45;1;t1063;2020-11-23
małopolskie;bocheński;7;0.65;2.0;0.0;2.0;79;969;238;9;222;7;t1201;2020-11-23
małopolskie;brzeski;9;0.97;5.0;1.0;4.0;45;884;108;10;97;1;t1202;2020-11-23
małopolskie;chrzanowski;14;1.13;1.0;1.0;0.0;126;1153;107;14;90;3;t1203;2020-11-23
małopolskie;dąbrowski;10;1.69;8.0;0.0;8.0;21;383;43;10;33;0;t1204;2020-11-23
małopolskie;gorlicki;21;1.93;;;;71;694;73;24;41;8;t1205;2020-11-23
małopolskie;krakowski;62;2.21;2.0;2.0;0.0;248;2944;252;74;166;12;t1206;2020-11-23
małopolskie;limanowski;12;0.91;5.0;3.0;2.0;53;504;167;13;150;4;t1207;2020-11-23
małopolskie;miechowski;5;1.03;2.0;0.0;2.0;31;274;79;5;73;1;t1208;2020-11-23
małopolskie;myślenicki;19;1.49;1.0;0.0;1.0;66;829;232;22;201;9;t1209;2020-11-23
małopolskie;nowosądecki;9;0.41;11.0;9.0;2.0;59;1117;122;23;96;3;t1210;2020-11-23
małopolskie;nowotarski;5;0.26;6.0;0.0;6.0;39;404;97;5;85;7;t1211;2020-11-23
małopolskie;olkuski;19;1.71;2.0;0.0;2.0;101;902;127;19;102;6;t1212;2020-11-23
małopolskie;oświęcimski;28;1.83;5.0;0.0;5.0;78;1029;164;33;129;2;t1213;2020-11-23
małopolskie;proszowicki;3;0.7;;;;25;265;58;3;49;6;t1214;2020-11-23
małopolskie;suski;10;1.19;2.0;0.0;2.0;53;721;78;13;61;4;t1215;2020-11-23
małopolskie;tarnowski;46;2.28;4.0;0.0;4.0;106;1249;177;52;123;2;t1216;2020-11-23
małopolskie;tatrzański;2;0.29;;;;15;179;98;4;92;2;t1217;2020-11-23
małopolskie;wadowicki;6;0.38;;;;114;1271;125;10;115;0;t1218;2020-11-23
małopolskie;wielicki;22;1.69;;;;81;1240;104;28;73;3;t1219;2020-11-23
małopolskie;Kraków;165;2.11;4.0;2.0;2.0;569;4839;1017;191;793;33;t1261;2020-11-23
małopolskie;Nowy Sącz;4;0.48;2.0;1.0;1.0;18;396;62;11;47;4;t1262;2020-11-23
małopolskie;Tarnów;11;1.02;2.0;0.0;2.0;74;627;86;11;75;0;t1263;2020-11-23
mazowieckie;białobrzeski;3;0.9;;;;13;332;16;3;13;0;t1401;2020-11-23
mazowieckie;ciechanowski;19;2.13;1.0;0.0;1.0;116;668;90;21;64;5;t1402;2020-11-23
mazowieckie;garwoliński;17;1.56;;;;53;786;67;23;41;3;t1403;2020-11-23
mazowieckie;gostyniński;6;1.34;1.0;0.0;1.0;41;361;22;8;13;1;t1404;2020-11-23
mazowieckie;grodziski;41;4.24;1.0;0.0;1.0;155;1267;172;45;125;2;t1405;2020-11-23
mazowieckie;grójecki;15;1.53;1.0;0.0;1.0;120;1252;63;20;41;2;t1406;2020-11-23
mazowieckie;kozienicki;13;2.17;1.0;0.0;1.0;67;597;67;24;41;2;t1407;2020-11-23
mazowieckie;legionowski;26;2.18;;;;138;1286;127;34;86;7;t1408;2020-11-23
mazowieckie;lipski;3;0.89;1.0;0.0;1.0;20;268;15;3;12;0;t1409;2020-11-23
mazowieckie;łosicki;7;2.28;;;;16;317;17;9;8;0;t1410;2020-11-23
mazowieckie;makowski;3;0.67;;;;23;252;18;4;14;0;t1411;2020-11-23
mazowieckie;miński;33;2.13;;;;223;1712;164;37;121;6;t1412;2020-11-23
mazowieckie;mławski;14;1.93;;;;75;619;68;16;51;1;t1413;2020-11-23
mazowieckie;nowodworski;17;2.14;2.0;0.0;2.0;80;634;91;20;71;0;t1414;2020-11-23
mazowieckie;ostrołęcki;15;1.69;;;;46;491;55;15;35;5;t1415;2020-11-23
mazowieckie;ostrowski;10;1.39;;;;59;635;51;13;37;1;t1416;2020-11-23
mazowieckie;otwocki;66;5.3;;;;170;1383;245;78;152;15;t1417;2020-11-23
mazowieckie;piaseczyński;62;3.27;2.0;0.0;2.0;201;2305;221;75;133;13;t1418;2020-11-23
mazowieckie;płocki;22;1.98;4.0;0.0;4.0;147;978;69;27;38;4;t1419;2020-11-23
mazowieckie;płoński;12;1.38;1.0;0.0;1.0;87;1002;61;16;42;3;t1420;2020-11-23
mazowieckie;pruszkowski;48;2.88;9.0;0.0;9.0;202;1862;193;56;124;13;t1421;2020-11-23
mazowieckie;przasnyski;5;0.96;2.0;0.0;2.0;35;337;28;5;21;2;t1422;2020-11-23
mazowieckie;przysuski;4;0.97;1.0;0.0;1.0;31;229;34;4;26;4;t1423;2020-11-23
mazowieckie;pułtuski;10;1.93;1.0;0.0;1.0;56;364;41;14;25;2;t1424;2020-11-23
mazowieckie;radomski;23;1.51;;;;102;1005;131;29;100;2;t1425;2020-11-23
mazowieckie;siedlecki;6;0.74;1.0;0.0;1.0;50;824;40;8;30;2;t1426;2020-11-23
mazowieckie;sierpecki;5;0.97;;;;45;392;38;6;31;1;t1427;2020-11-23
mazowieckie;sochaczewski;8;0.94;;;;98;1375;59;12;44;3;t1428;2020-11-23
mazowieckie;sokołowski;12;2.24;;;;27;629;29;13;15;1;t1429;2020-11-23
mazowieckie;szydłowiecki;5;1.26;1.0;0.0;1.0;38;199;29;5;24;0;t1430;2020-11-23
mazowieckie;warszawski zachodni;35;2.93;1.0;0.0;1.0;180;1528;112;38;72;2;t1432;2020-11-23
mazowieckie;węgrowski;9;1.37;;;;75;575;39;9;27;3;t1433;2020-11-23
mazowieckie;wołomiński;40;1.59;3.0;0.0;3.0;344;3078;241;58;175;8;t1434;2020-11-23
mazowieckie;wyszkowski;5;0.67;;;;56;574;35;7;28;0;t1435;2020-11-23
mazowieckie;zwoleński;4;1.11;;;;27;308;23;6;17;0;t1436;2020-11-23
mazowieckie;żuromiński;5;1.3;1.0;0.0;1.0;19;302;21;5;16;0;t1437;2020-11-23
mazowieckie;żyrardowski;16;2.12;1.0;0.0;1.0;93;587;96;19;75;2;t1438;2020-11-23
mazowieckie;Ostrołęka;17;3.28;;;;36;283;61;21;35;5;t1461;2020-11-23
mazowieckie;Płock;23;1.93;;;;175;1049;66;25;41;0;t1462;2020-11-23
mazowieckie;Radom;54;2.56;1.0;1.0;0.0;176;1320;340;60;273;7;t1463;2020-11-23
mazowieckie;Siedlce;6;0.77;1.0;0.0;1.0;52;565;76;14;61;1;t1464;2020-11-23
mazowieckie;Warszawa;437;2.44;13.0;0.0;13.0;1658;12384;2548;548;1895;105;t1465;2020-11-23
opolskie;brzeski;31;3.46;1.0;0.0;1.0;87;902;119;32;78;9;t1601;2020-11-23
opolskie;głubczycki;51;11.26;1.0;0.0;1.0;47;317;127;52;72;3;t1602;2020-11-23
opolskie;kędzierzyńsko-kozielski;24;2.57;3.0;0.0;3.0;107;947;153;25;126;2;t1603;2020-11-23
opolskie;kluczborski;16;2.45;;;;56;719;62;17;42;3;t1604;2020-11-23
opolskie;krapkowicki;26;4.09;3.0;0.0;3.0;99;959;83;30;52;1;t1605;2020-11-23
opolskie;namysłowski;19;4.45;;;;62;680;40;22;17;1;t1606;2020-11-23
opolskie;nyski;84;6.2;;;;153;1496;205;87;105;13;t1607;2020-11-23
opolskie;oleski;22;3.43;2.0;0.0;2.0;38;531;67;22;40;5;t1608;2020-11-23
opolskie;opolski;73;5.9;5.0;0.0;5.0;168;1362;139;74;63;2;t1609;2020-11-23
opolskie;prudnicki;21;3.81;3.0;0.0;3.0;34;600;72;25;43;4;t1610;2020-11-23
opolskie;strzelecki;27;3.64;1.0;0.0;1.0;92;1119;71;28;42;1;t1611;2020-11-23
opolskie;Opole;120;9.37;5.0;0.0;5.0;153;1559;251;122;122;7;t1661;2020-11-23
podkarpackie;bieszczadzki;2;0.93;;;;9;104;17;2;15;0;t1801;2020-11-23
podkarpackie;brzozowski;11;1.68;;;;21;371;96;11;85;0;t1802;2020-11-23
podkarpackie;dębicki;11;0.81;1.0;0.0;1.0;44;861;92;14;78;0;t1803;2020-11-23
podkarpackie;jarosławski;61;5.08;1.0;0.0;1.0;77;917;190;62;124;4;t1804;2020-11-23
podkarpackie;jasielski;33;2.91;;;;62;684;147;34;108;5;t1805;2020-11-23
podkarpackie;kolbuszowski;20;3.22;;;;31;310;66;21;45;0;t1806;2020-11-23
podkarpackie;krośnieński;36;3.21;;;;44;490;151;40;108;3;t1807;2020-11-23
podkarpackie;leżajski;3;0.43;;;;26;518;31;5;26;0;t1808;2020-11-23
podkarpackie;lubaczowski;4;0.73;2.0;1.0;1.0;41;494;45;5;40;0;t1809;2020-11-23
podkarpackie;łańcucki;28;3.45;;;;88;919;112;29;81;2;t1810;2020-11-23
podkarpackie;mielecki;83;6.07;1.0;0.0;1.0;60;947;243;89;152;2;t1811;2020-11-23
podkarpackie;niżański;7;1.05;1.0;0.0;1.0;41;612;49;7;41;1;t1812;2020-11-23
podkarpackie;przemyski;15;2.03;2.0;0.0;2.0;46;585;50;15;35;0;t1813;2020-11-23
podkarpackie;przeworski;12;1.53;;;;34;604;76;12;61;3;t1814;2020-11-23
podkarpackie;ropczycko-sędziszowski;0;0.0;;;;15;391;32;0;31;1;t1815;2020-11-23
podkarpackie;rzeszowski;39;2.29;;;;112;1388;185;41;142;2;t1816;2020-11-23
podkarpackie;sanocki;7;0.74;2.0;0.0;2.0;37;469;77;7;70;0;t1817;2020-11-23
podkarpackie;stalowowolski;9;0.85;;;;73;1031;72;10;62;0;t1818;2020-11-23
podkarpackie;strzyżowski;6;0.98;;;;40;566;44;8;34;2;t1819;2020-11-23
podkarpackie;tarnobrzeski;30;5.67;;;;45;474;101;31;69;1;t1820;2020-11-23
podkarpackie;leski;1;0.38;1.0;0.0;1.0;20;179;24;2;22;0;t1821;2020-11-23
podkarpackie;Krosno;18;3.9;;;;27;200;69;18;48;3;t1861;2020-11-23
podkarpackie;Przemyśl;7;1.16;;;;40;405;51;8;42;1;t1862;2020-11-23
podkarpackie;Rzeszów;80;4.06;2.0;2.0;0.0;165;1325;280;86;193;1;t1863;2020-11-23
podkarpackie;Tarnobrzeg;17;3.65;;;;43;236;77;20;56;1;t1864;2020-11-23
podlaskie;augustowski;11;1.9;;;;67;408;27;11;16;0;t2001;2020-11-23
podlaskie;białostocki;34;2.26;;;;165;1375;194;39;155;0;t2002;2020-11-23
podlaskie;bielski;5;0.92;;;;54;545;74;5;69;0;t2003;2020-11-23
podlaskie;grajewski;3;0.64;;;;37;279;20;4;16;0;t2004;2020-11-23
podlaskie;hajnowski;21;4.97;1.0;0.0;1.0;28;462;107;22;82;3;t2005;2020-11-23
podlaskie;kolneński;3;0.79;2.0;0.0;2.0;17;240;33;4;29;0;t2006;2020-11-23
podlaskie;łomżyński;13;2.55;1.0;0.0;1.0;33;405;29;13;16;0;t2007;2020-11-23
podlaskie;moniecki;34;8.45;13.0;0.0;13.0;27;385;63;36;27;0;t2008;2020-11-23
podlaskie;sejneński;5;2.52;;;;18;200;7;5;2;0;t2009;2020-11-23
podlaskie;siemiatycki;19;4.33;;;;44;378;68;19;49;0;t2010;2020-11-23
podlaskie;sokólski;43;6.49;;;;70;690;92;45;47;0;t2011;2020-11-23
podlaskie;suwalski;8;2.25;;;;35;362;18;8;10;0;t2012;2020-11-23
podlaskie;wysokomazowiecki;1;0.18;2.0;0.0;2.0;36;415;65;4;61;0;t2013;2020-11-23
podlaskie;zambrowski;6;1.38;;;;21;225;59;7;51;1;t2014;2020-11-23
podlaskie;Białystok;62;2.08;;;;380;2817;265;71;192;2;t2061;2020-11-23
podlaskie;Łomża;21;3.34;;;;77;621;59;21;38;0;t2062;2020-11-23
podlaskie;Suwałki;20;2.87;;;;78;672;56;21;35;0;t2063;2020-11-23
pomorskie;bytowski;13;1.64;;;;61;824;106;18;83;5;t2201;2020-11-23
pomorskie;chojnicki;17;1.74;3.0;0.0;3.0;97;1103;63;19;40;4;t2202;2020-11-23
pomorskie;człuchowski;65;11.62;;;;66;584;111;67;42;2;t2203;2020-11-23
pomorskie;gdański;49;4.11;1.0;0.0;1.0;136;1619;200;61;125;14;t2204;2020-11-23
pomorskie;kartuski;44;3.13;4.0;0.0;4.0;112;1361;169;46;113;10;t2205;2020-11-23
pomorskie;kościerski;36;4.94;1.0;1.0;0.0;67;924;124;36;77;11;t2206;2020-11-23
pomorskie;kwidzyński;8;0.96;2.0;0.0;2.0;123;1017;70;10;57;3;t2207;2020-11-23
pomorskie;lęborski;12;1.82;;;;74;550;83;17;61;5;t2208;2020-11-23
pomorskie;malborski;25;3.94;2.0;0.0;2.0;96;949;124;28;92;4;t2209;2020-11-23
pomorskie;nowodworski;15;4.23;;;;45;500;52;16;33;3;t2210;2020-11-23
pomorskie;pucki;74;8.49;1.0;0.0;1.0;107;1313;191;76;111;4;t2211;2020-11-23
pomorskie;słupski;58;5.87;;;;97;1234;147;59;77;11;t2212;2020-11-23
pomorskie;starogardzki;54;4.21;;;;89;1275;155;60;86;9;t2213;2020-11-23
pomorskie;tczewski;40;3.46;1.0;1.0;0.0;164;1435;116;44;64;8;t2214;2020-11-23
pomorskie;wejherowski;73;3.34;2.0;0.0;2.0;294;2253;250;85;154;11;t2215;2020-11-23
pomorskie;sztumski;9;2.19;5.0;0.0;5.0;63;444;65;9;55;1;t2216;2020-11-23
pomorskie;Gdańsk;234;4.96;9.0;0.0;9.0;562;4102;1052;267;718;67;t2261;2020-11-23
pomorskie;Gdynia;105;4.27;4.0;1.0;3.0;280;2073;442;116;303;23;t2262;2020-11-23
pomorskie;Słupsk;47;5.2;;;;103;960;126;54;61;11;t2263;2020-11-23
pomorskie;Sopot;11;3.09;;;;46;175;65;13;43;9;t2264;2020-11-23
śląskie;będziński;56;3.79;6.0;0.0;6.0;149;1395;229;68;155;6;t2401;2020-11-23
śląskie;bielski;12;0.72;7.0;0.0;7.0;205;2173;86;13;69;4;t2402;2020-11-23
śląskie;cieszyński;27;1.52;1.0;0.0;1.0;144;1711;119;31;81;7;t2403;2020-11-23
śląskie;częstochowski;23;1.71;4.0;0.0;4.0;89;1017;112;28;81;3;t2404;2020-11-23
śląskie;gliwicki;40;3.46;2.0;0.0;2.0;182;1406;147;43;99;5;t2405;2020-11-23
śląskie;kłobucki;7;0.83;1.0;1.0;0.0;48;882;58;9;49;0;t2406;2020-11-23
śląskie;lubliniecki;25;3.28;3.0;0.0;3.0;77;888;213;29;180;4;t2407;2020-11-23
śląskie;mikołowski;28;2.82;3.0;0.0;3.0;96;1035;100;31;66;3;t2408;2020-11-23
śląskie;myszkowski;9;1.27;3.0;0.0;3.0;54;581;42;12;29;1;t2409;2020-11-23
śląskie;pszczyński;20;1.79;3.0;0.0;3.0;98;874;96;21;74;1;t2410;2020-11-23
śląskie;raciborski;32;2.96;1.0;0.0;1.0;91;896;104;36;61;7;t2411;2020-11-23
śląskie;rybnicki;9;1.15;;;;60;769;51;11;40;0;t2412;2020-11-23
śląskie;tarnogórski;45;3.2;;;;167;1375;152;49;91;12;t2413;2020-11-23
śląskie;bieruńsko-lędziński;17;2.84;3.0;1.0;2.0;73;605;52;19;32;1;t2414;2020-11-23
śląskie;wodzisławski;10;0.64;;;;117;1288;132;15;114;3;t2415;2020-11-23
śląskie;zawierciański;39;3.33;5.0;0.0;5.0;102;888;172;45;117;10;t2416;2020-11-23
śląskie;żywiecki;13;0.85;6.0;0.0;6.0;94;1874;68;14;51;3;t2417;2020-11-23
śląskie;Bielsko-Biała;22;1.29;4.0;0.0;4.0;163;1729;194;24;163;7;t2461;2020-11-23
śląskie;Bytom;11;0.67;3.0;1.0;2.0;158;972;114;15;97;2;t2462;2020-11-23
