wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
dolnoœl¹skie;trzebnicki;4;0.47;0;0;0;11;2;165;68;4;64;0;t0220;2021-10-15
dolnoœl¹skie;wa³brzyski;2;0.36;0;0;0;5;1;27;55;2;53;0;t0221;2021-10-15
dolnoœl¹skie;wo³owski;0;0;0;0;0;0;0;38;32;0;32;0;t0222;2021-10-15
dolnoœl¹skie;wroc³awski;12;0.78;0;0;0;44;7;572;174;15;158;1;t0223;2021-10-15
dolnoœl¹skie;z¹bkowicki;4;0.62;0;0;0;7;2;97;64;4;60;0;t0224;2021-10-15
dolnoœl¹skie;zgorzelecki;5;0.56;0;0;0;8;2;174;31;5;26;0;t0225;2021-10-15
dolnoœl¹skie;z³otoryjski;3;0.69;0;0;0;9;3;44;33;3;30;0;t0226;2021-10-15
dolnoœl¹skie;Jelenia Góra;2;0.25;0;0;0;10;3;147;80;2;78;0;t0261;2021-10-15
dolnoœl¹skie;Legnica;6;0.61;0;0;0;11;3;376;115;7;107;1;t0262;2021-10-15
dolnoœl¹skie;Wroc³aw;47;0.73;0;0;0;136;28;2318;780;56;715;9;t0264;2021-10-15
dolnoœl¹skie;Wa³brzych;4;0.36;0;0;0;6;1;121;104;4;100;0;t0265;2021-10-15
kujawsko-pomorskie;aleksandrowski;4;0.73;0;0;0;5;8;71;47;4;43;0;t0401;2021-10-15
kujawsko-pomorskie;brodnicki;3;0.38;0;0;0;6;0;101;85;3;82;0;t0402;2021-10-15
kujawsko-pomorskie;bydgoski;5;0.42;0;0;0;13;3;164;118;5;112;1;t0403;2021-10-15
kujawsko-pomorskie;che³miñski;0;0;1;1;0;20;2;80;45;0;45;0;t0404;2021-10-15
kujawsko-pomorskie;golubsko-dobrzyñski;2;0.44;0;0;0;20;1;54;48;4;44;0;t0405;2021-10-15
kujawsko-pomorskie;grudzi¹dzki;0;0;0;0;0;6;1;84;49;0;49;0;t0406;2021-10-15
kujawsko-pomorskie;inowroc³awski;10;0.63;0;0;0;24;1;182;118;10;108;0;t0407;2021-10-15
kujawsko-pomorskie;lipnowski;0;0;0;0;0;3;0;39;33;0;33;0;t0408;2021-10-15
kujawsko-pomorskie;mogileñski;0;0;0;0;0;2;1;58;46;0;46;0;t0409;2021-10-15
kujawsko-pomorskie;nakielski;4;0.46;0;0;0;14;5;289;67;5;62;0;t0410;2021-10-15
kujawsko-pomorskie;radziejowski;2;0.50;0;0;0;8;4;56;38;2;36;0;t0411;2021-10-15
kujawsko-pomorskie;rypiñski;1;0.23;0;0;0;11;1;17;34;1;33;0;t0412;2021-10-15
kujawsko-pomorskie;sêpoleñski;0;0;0;0;0;3;0;23;71;0;71;0;t0413;2021-10-15
kujawsko-pomorskie;œwiecki;3;0.30;0;0;0;13;2;125;125;3;118;4;t0414;2021-10-15
kujawsko-pomorskie;toruñski;5;0.46;0;0;0;35;10;660;92;6;86;0;t0415;2021-10-15
kujawsko-pomorskie;tucholski;1;0.21;0;0;0;2;1;48;53;1;52;0;t0416;2021-10-15
kujawsko-pomorskie;w¹brzeski;0;0;0;0;0;4;0;44;20;0;20;0;t0417;2021-10-15
kujawsko-pomorskie;w³oc³awski;0;0;0;0;0;8;4;77;69;0;69;0;t0418;2021-10-15
kujawsko-pomorskie;¿niñski;2;0.29;0;0;0;14;0;75;69;2;66;1;t0419;2021-10-15
kujawsko-pomorskie;Bydgoszcz;37;1.07;1;0;1;75;16;768;422;39;380;3;t0461;2021-10-15
kujawsko-pomorskie;Grudzi¹dz;3;0.32;0;0;0;14;2;131;146;3;143;0;t0462;2021-10-15
kujawsko-pomorskie;Toruñ;26;1.29;0;0;0;55;14;583;213;26;182;5;t0463;2021-10-15
kujawsko-pomorskie;W³oc³awek;1;0.09;0;0;0;9;6;125;88;1;87;0;t0464;2021-10-15
lubelskie;bialski;46;4.16;0;0;0;73;46;1192;203;47;154;2;t0601;2021-10-15
lubelskie;bi³gorajski;9;0.89;0;0;0;25;12;481;141;11;130;0;t0602;2021-10-15
lubelskie;che³mski;9;1.16;0;0;0;28;12;519;89;9;80;0;t0603;2021-10-15
lubelskie;hrubieszowski;3;0.48;0;0;0;8;2;52;51;3;48;0;t0604;2021-10-15
lubelskie;janowski;13;2.86;0;0;0;34;10;284;63;14;48;1;t0605;2021-10-15
lubelskie;krasnostawski;16;2.54;0;0;0;21;11;333;116;17;99;0;t0606;2021-10-15
lubelskie;kraœnicki;35;3.68;3;0;3;84;26;985;158;37;121;0;t0607;2021-10-15
lubelskie;lubartowski;29;3.29;0;0;0;49;25;655;119;29;90;0;t0608;2021-10-15
lubelskie;lubelski;107;6.86;1;0;1;160;35;1771;360;121;239;0;t0609;2021-10-15
lubelskie;³êczyñski;29;5.06;0;0;0;42;20;791;121;29;92;0;t0610;2021-10-15
lubelskie;³ukowski;21;1.97;2;0;2;40;6;678;129;23;104;2;t0611;2021-10-15
lubelskie;opolski;23;3.90;0;0;0;28;10;701;73;24;49;0;t0612;2021-10-15
lubelskie;parczewski;5;1.45;0;0;0;16;6;299;31;5;26;0;t0613;2021-10-15
lubelskie;pu³awski;56;4.96;0;0;0;97;18;1682;246;61;183;2;t0614;2021-10-15
lubelskie;radzyñski;22;3.75;1;0;1;26;11;638;75;22;53;0;t0615;2021-10-15
lubelskie;rycki;20;3.58;0;0;0;36;7;623;80;22;57;1;t0616;2021-10-15
lubelskie;œwidnicki;33;4.60;1;1;0;61;10;540;120;33;85;2;t0617;2021-10-15
lubelskie;tomaszowski;6;0.73;0;0;0;12;2;143;60;6;52;2;t0618;2021-10-15
lubelskie;w³odawski;12;3.14;0;0;0;20;10;351;78;14;64;0;t0619;2021-10-15
lubelskie;zamojski;9;0.85;0;0;0;19;1;269;78;12;66;0;t0620;2021-10-15
lubelskie;Bia³a Podlaska;40;6.99;0;0;0;70;19;1077;207;42;162;3;t0661;2021-10-15
lubelskie;Che³m;15;2.44;0;0;0;41;14;483;120;15;105;0;t0662;2021-10-15
lubelskie;Lublin;203;5.98;1;0;1;325;105;3036;899;219;674;6;t0663;2021-10-15
lubelskie;Zamoœæ;10;1.58;0;0;0;17;8;97;75;10;65;0;t0664;2021-10-15
lubuskie;gorzowski;1;0.14;1;1;0;21;1;121;63;2;61;0;t0801;2021-10-15
lubuskie;kroœnieñski;0;0;0;0;0;6;1;295;34;0;34;0;t0802;2021-10-15
lubuskie;miêdzyrzecki;0;0;0;0;0;3;0;86;90;0;89;1;t0803;2021-10-15
lubuskie;nowosolski;1;0.12;0;0;0;15;1;135;118;1;117;0;t0804;2021-10-15
lubuskie;s³ubicki;1;0.21;0;0;0;1;5;107;43;1;42;0;t0805;2021-10-15
lubuskie;strzelecko-drezdenecki;2;0.41;0;0;0;2;2;47;37;3;34;0;t0806;2021-10-15
lubuskie;sulêciñski;4;1.14;0;0;0;6;3;140;53;6;47;0;t0807;2021-10-15
lubuskie;œwiebodziñski;1;0.18;0;0;0;13;8;252;44;1;43;0;t0808;2021-10-15
lubuskie;zielonogórski;1;0.13;0;0;0;7;3;143;60;1;59;0;t0809;2021-10-15
lubuskie;¿agañski;3;0.38;0;0;0;8;1;50;63;3;60;0;t0810;2021-10-15
lubuskie;¿arski;6;0.63;0;0;0;20;1;121;108;6;101;1;t0811;2021-10-15
lubuskie;wschowski;7;1.80;0;0;0;10;1;286;40;9;31;0;t0812;2021-10-15
lubuskie;Gorzów Wielkopolski;7;0.57;0;0;0;10;5;313;124;7;112;5;t0861;2021-10-15
lubuskie;Zielona Góra;5;0.35;0;0;0;18;7;427;169;5;164;0;t0862;2021-10-15
³ódzkie;be³chatowski;5;0.44;2;0;2;24;3;189;100;6;93;1;t1001;2021-10-15
³ódzkie;kutnowski;15;1.56;0;0;0;19;13;318;142;16;126;0;t1002;2021-10-15
³ódzkie;³aski;1;0.20;0;0;0;5;3;65;57;1;56;0;t1003;2021-10-15
³ódzkie;³êczycki;1;0.20;0;0;0;5;0;110;58;1;55;2;t1004;2021-10-15
³ódzkie;³owicki;5;0.64;0;0;0;4;2;205;87;8;79;0;t1005;2021-10-15
³ódzkie;³ódzki wschodni;8;1.10;0;0;0;18;17;360;78;9;66;3;t1006;2021-10-15
³ódzkie;opoczyñski;1;0.13;0;0;0;10;2;186;46;1;45;0;t1007;2021-10-15
³ódzkie;pabianicki;9;0.75;0;0;0;24;6;339;122;11;111;0;t1008;2021-10-15
³ódzkie;pajêczañski;0;0;0;0;0;5;0;349;30;0;30;0;t1009;2021-10-15
³ódzkie;piotrkowski;4;0.44;0;0;0;9;0;188;67;4;63;0;t1010;2021-10-15
³ódzkie;poddêbicki;2;0.49;0;0;0;2;1;52;35;2;33;0;t1011;2021-10-15
³ódzkie;radomszczañski;2;0.18;0;0;0;15;2;166;158;3;155;0;t1012;2021-10-15
³ódzkie;rawski;3;0.62;0;0;0;10;0;622;44;3;41;0;t1013;2021-10-15
³ódzkie;sieradzki;0;0;0;0;0;14;2;220;101;1;98;2;t1014;2021-10-15
³ódzkie;skierniewicki;7;1.83;0;0;0;12;1;208;60;11;49;0;t1015;2021-10-15
³ódzkie;tomaszowski;6;0.52;0;0;0;21;7;234;110;7;102;1;t1016;2021-10-15
³ódzkie;wieluñski;1;0.13;1;1;0;11;0;116;69;1;68;0;t1017;2021-10-15
³ódzkie;wieruszowski;4;0.95;0;0;0;5;0;50;35;4;31;0;t1018;2021-10-15
³ódzkie;zduñskowolski;2;0.30;0;0;0;23;0;359;64;2;62;0;t1019;2021-10-15
³ódzkie;zgierski;6;0.36;0;0;0;30;4;518;185;6;177;2;t1020;2021-10-15
³ódzkie;brzeziñski;3;0.97;0;0;0;8;1;118;39;3;36;0;t1021;2021-10-15
³ódzkie;£ódŸ;60;0.89;1;1;0;179;37;3444;967;69;889;9;t1061;2021-10-15
³ódzkie;Piotrków Trybunalski;0;0;0;0;0;13;2;309;60;1;59;0;t1062;2021-10-15
³ódzkie;Skierniewice;6;1.25;1;1;0;13;3;152;70;6;64;0;t1063;2021-10-15
ma³opolskie;bocheñski;9;0.84;0;0;0;15;3;148;95;10;85;0;t1201;2021-10-15
ma³opolskie;brzeski;5;0.54;0;0;0;11;2;73;72;5;66;1;t1202;2021-10-15
ma³opolskie;chrzanowski;6;0.48;0;0;0;16;3;93;126;7;119;0;t1203;2021-10-15
ma³opolskie;d¹browski;2;0.34;0;0;0;6;1;35;44;2;42;0;t1204;2021-10-15
ma³opolskie;gorlicki;6;0.55;1;0;1;28;4;387;125;8;117;0;t1205;2021-10-15
ma³opolskie;krakowski;21;0.75;0;0;0;37;7;516;276;22;252;2;t1206;2021-10-15
ma³opolskie;limanowski;6;0.45;0;0;0;11;1;126;85;6;79;0;t1207;2021-10-15
ma³opolskie;miechowski;2;0.41;0;0;0;1;0;33;26;2;24;0;t1208;2021-10-15
ma³opolskie;myœlenicki;13;1.02;0;0;0;19;2;120;115;14;101;0;t1209;2021-10-15
ma³opolskie;nowos¹decki;11;0.51;1;0;1;16;9;250;139;12;126;1;t1210;2021-10-15
ma³opolskie;nowotarski;2;0.10;0;0;0;22;4;269;169;2;167;0;t1211;2021-10-15
ma³opolskie;olkuski;8;0.72;0;0;0;16;4;204;79;8;69;2;t1212;2021-10-15
ma³opolskie;oœwiêcimski;0;0;0;0;0;6;0;103;99;0;99;0;t1213;2021-10-15
ma³opolskie;proszowicki;8;1.85;0;0;0;9;0;116;49;8;41;0;t1214;2021-10-15
ma³opolskie;suski;3;0.36;0;0;0;1;0;56;57;3;54;0;t1215;2021-10-15
ma³opolskie;tarnowski;4;0.20;1;0;1;20;6;148;138;4;134;0;t1216;2021-10-15
ma³opolskie;tatrzañski;10;1.47;0;0;0;7;9;232;74;12;60;2;t1217;2021-10-15
ma³opolskie;wadowicki;6;0.38;1;0;1;14;3;160;100;6;94;0;t1218;2021-10-15
ma³opolskie;wielicki;7;0.54;0;0;0;14;4;320;84;7;75;2;t1219;2021-10-15
ma³opolskie;Kraków;74;0.95;1;1;0;188;37;1994;869;78;788;3;t1261;2021-10-15
ma³opolskie;Nowy S¹cz;7;0.84;0;0;0;12;5;80;75;9;66;0;t1262;2021-10-15
ma³opolskie;Tarnów;7;0.65;0;0;0;5;5;91;108;7;101;0;t1263;2021-10-15
mazowieckie;bia³obrzeski;1;0.30;0;0;0;6;1;267;34;1;33;0;t1401;2021-10-15
mazowieckie;ciechanowski;5;0.56;0;0;0;10;0;96;74;5;68;1;t1402;2021-10-15
mazowieckie;garwoliñski;18;1.65;0;0;0;32;5;552;154;19;135;0;t1403;2021-10-15
mazowieckie;gostyniñski;4;0.89;0;0;0;4;0;66;24;4;20;0;t1404;2021-10-15
mazowieckie;grodziski;3;0.31;0;0;0;26;8;466;125;4;121;0;t1405;2021-10-15
mazowieckie;grójecki;12;1.22;0;0;0;24;5;3706;117;13;101;3;t1406;2021-10-15
mazowieckie;kozienicki;7;1.17;0;0;0;18;5;341;77;9;68;0;t1407;2021-10-15
mazowieckie;legionowski;12;1.01;0;0;0;20;10;597;145;12;131;2;t1408;2021-10-15
mazowieckie;lipski;0;0;0;0;0;21;5;230;23;2;21;0;t1409;2021-10-15
mazowieckie;³osicki;7;2.28;2;0;2;7;6;271;43;9;34;0;t1410;2021-10-15
mazowieckie;makowski;1;0.22;0;0;0;0;2;41;32;1;31;0;t1411;2021-10-15
mazowieckie;miñski;8;0.52;0;0;0;17;11;442;183;10;171;2;t1412;2021-10-15
mazowieckie;m³awski;4;0.55;0;0;0;1;1;260;106;4;102;0;t1413;2021-10-15
mazowieckie;nowodworski;5;0.63;0;0;0;11;4;220;102;7;95;0;t1414;2021-10-15
mazowieckie;ostro³êcki;13;1.47;0;0;0;10;11;154;50;13;35;2;t1415;2021-10-15
mazowieckie;ostrowski;4;0.55;0;0;0;4;4;157;62;5;57;0;t1416;2021-10-15
mazowieckie;otwocki;25;2.01;0;0;0;44;7;822;232;27;202;3;t1417;2021-10-15
mazowieckie;piaseczyñski;27;1.42;0;0;0;46;16;1234;221;30;191;0;t1418;2021-10-15
mazowieckie;p³ocki;7;0.63;0;0;0;28;4;405;68;7;61;0;t1419;2021-10-15
mazowieckie;p³oñski;3;0.35;0;0;0;15;6;438;99;4;94;1;t1420;2021-10-15
mazowieckie;pruszkowski;16;0.96;0;0;0;48;11;1066;218;20;197;1;t1421;2021-10-15
mazowieckie;przasnyski;4;0.76;0;0;0;2;1;51;54;4;50;0;t1422;2021-10-15
mazowieckie;przysuski;0;0;0;0;0;4;0;182;35;1;34;0;t1423;2021-10-15
mazowieckie;pu³tuski;0;0;0;0;0;4;0;74;35;1;34;0;t1424;2021-10-15
mazowieckie;radomski;15;0.99;0;0;0;38;8;529;168;21;147;0;t1425;2021-10-15
mazowieckie;siedlecki;15;1.84;0;0;0;21;8;463;103;20;83;0;t1426;2021-10-15
mazowieckie;sierpecki;0;0;0;0;0;0;1;64;34;0;34;0;t1427;2021-10-15
mazowieckie;sochaczewski;9;1.06;0;0;0;66;2;508;166;9;157;0;t1428;2021-10-15
mazowieckie;soko³owski;4;0.75;0;0;0;11;6;220;53;5;48;0;t1429;2021-10-15
mazowieckie;szyd³owiecki;3;0.76;0;0;0;2;2;149;26;3;23;0;t1430;2021-10-15
mazowieckie;warszawski zachodni;16;1.34;0;0;0;30;12;757;170;18;150;2;t1432;2021-10-15
mazowieckie;wêgrowski;14;2.13;0;0;0;27;4;471;61;17;39;5;t1433;2021-10-15
mazowieckie;wo³omiñski;22;0.88;0;0;0;67;17;1457;216;24;189;3;t1434;2021-10-15
mazowieckie;wyszkowski;1;0.13;0;0;0;5;6;136;33;1;32;0;t1435;2021-10-15
mazowieckie;zwoleñski;4;1.11;0;0;0;28;2;289;55;4;50;1;t1436;2021-10-15
mazowieckie;¿uromiñski;2;0.52;0;0;0;0;0;16;37;2;35;0;t1437;2021-10-15
mazowieckie;¿yrardowski;2;0.26;0;0;0;11;1;291;79;2;77;0;t1438;2021-10-15
mazowieckie;Ostro³êka;6;1.16;0;0;0;6;8;75;28;6;20;2;t1461;2021-10-15
mazowieckie;P³ock;5;0.42;0;0;0;35;9;248;92;5;86;1;t1462;2021-10-15
mazowieckie;Radom;33;1.57;0;0;0;44;16;725;300;42;254;4;t1463;2021-10-15
mazowieckie;Siedlce;18;2.30;0;0;0;43;10;404;97;19;78;0;t1464;2021-10-15
mazowieckie;Warszawa;212;1.18;0;0;0;412;178;10150;2728;235;2472;21;t1465;2021-10-15
opolskie;brzeski;4;0.45;0;0;0;18;0;110;48;4;44;0;t1601;2021-10-15
opolskie;g³ubczycki;1;0.22;0;0;0;17;1;66;36;1;35;0;t1602;2021-10-15
opolskie;kêdzierzyñsko-kozielski;6;0.64;0;0;0;13;3;195;71;7;64;0;t1603;2021-10-15
opolskie;kluczborski;0;0;0;0;0;4;0;35;44;0;44;0;t1604;2021-10-15
opolskie;krapkowicki;7;1.10;1;0;1;5;9;237;55;8;47;0;t1605;2021-10-15
opolskie;namys³owski;0;0;0;0;0;2;1;62;26;0;26;0;t1606;2021-10-15
opolskie;nyski;9;0.66;0;0;0;24;4;386;147;9;137;1;t1607;2021-10-15
opolskie;oleski;0;0;0;0;0;4;0;59;70;0;70;0;t1608;2021-10-15
opolskie;opolski;1;0.08;0;0;0;13;3;151;110;2;108;0;t1609;2021-10-15
opolskie;prudnicki;1;0.18;0;0;0;7;1;44;40;1;39;0;t1610;2021-10-15
opolskie;strzelecki;2;0.27;0;0;0;9;1;94;84;2;82;0;t1611;2021-10-15
opolskie;Opole;3;0.23;0;0;0;27;5;857;112;3;108;1;t1661;2021-10-15
podkarpackie;bieszczadzki;1;0.46;0;0;0;4;1;56;37;1;34;2;t1801;2021-10-15
podkarpackie;brzozowski;7;1.07;0;0;0;10;2;184;71;7;64;0;t1802;2021-10-15
podkarpackie;dêbicki;3;0.22;0;0;0;15;5;152;106;3;102;1;t1803;2021-10-15
podkarpackie;jaros³awski;5;0.42;1;0;1;10;2;350;213;5;206;2;t1804;2021-10-15
podkarpackie;jasielski;1;0.09;0;0;0;17;0;64;113;2;111;0;t1805;2021-10-15
podkarpackie;kolbuszowski;0;0;0;0;0;4;1;106;64;0;64;0;t1806;2021-10-15
podkarpackie;kroœnieñski;12;1.07;0;0;0;18;12;108;94;12;82;0;t1807;2021-10-15
podkarpackie;le¿ajski;3;0.43;0;0;0;14;7;175;70;3;67;0;t1808;2021-10-15
podkarpackie;lubaczowski;0;0;0;0;0;13;1;216;232;0;231;1;t1809;2021-10-15
podkarpackie;³añcucki;4;0.49;0;0;0;17;7;149;98;5;93;0;t1810;2021-10-15
podkarpackie;mielecki;4;0.29;2;0;2;9;7;142;99;6;93;0;t1811;2021-10-15
podkarpackie;ni¿añski;12;1.81;0;0;0;35;24;319;74;12;62;0;t1812;2021-10-15
podkarpackie;przemyski;6;0.81;0;0;0;11;5;299;108;6;102;0;t1813;2021-10-15
podkarpackie;przeworski;1;0.13;0;0;0;10;6;282;63;1;62;0;t1814;2021-10-15
podkarpackie;ropczycko-sêdziszowski;4;0.54;0;0;0;4;1;51;52;4;48;0;t1815;2021-10-15
podkarpackie;rzeszowski;9;0.53;0;0;0;20;6;311;174;9;165;0;t1816;2021-10-15
podkarpackie;sanocki;4;0.42;1;0;1;9;3;69;96;4;92;0;t1817;2021-10-15
podkarpackie;stalowowolski;11;1.04;0;0;0;35;8;652;127;11;116;0;t1818;2021-10-15
podkarpackie;strzy¿owski;0;0;0;0;0;8;2;173;70;0;70;0;t1819;2021-10-15
podkarpackie;tarnobrzeski;0;0;0;0;0;1;0;62;65;0;64;1;t1820;2021-10-15
podkarpackie;leski;0;0;0;0;0;2;1;29;23;0;23;0;t1821;2021-10-15
podkarpackie;Krosno;2;0.43;0;0;0;12;4;85;58;2;56;0;t1861;2021-10-15
podkarpackie;Przemyœl;11;1.82;0;0;0;20;4;227;98;11;87;0;t1862;2021-10-15
podkarpackie;Rzeszów;9;0.46;0;0;0;53;13;511;226;14;212;0;t1863;2021-10-15
podkarpackie;Tarnobrzeg;0;0;0;0;0;1;1;20;88;0;88;0;t1864;2021-10-15
podlaskie;augustowski;9;1.55;0;0;0;23;9;416;105;10;95;0;t2001;2021-10-15
podlaskie;bia³ostocki;62;4.12;0;0;0;100;31;1805;269;66;202;1;t2002;2021-10-15
podlaskie;bielski;24;4.44;0;0;0;48;11;950;106;26;80;0;t2003;2021-10-15
podlaskie;grajewski;0;0;0;0;0;2;1;61;42;0;41;1;t2004;2021-10-15
podlaskie;hajnowski;10;2.36;0;0;0;16;10;276;60;12;48;0;t2005;2021-10-15
podlaskie;kolneñski;1;0.26;0;0;0;2;2;43;23;1;22;0;t2006;2021-10-15
podlaskie;³om¿yñski;4;0.79;1;0;1;10;0;138;29;4;23;2;t2007;2021-10-15
podlaskie;moniecki;5;1.24;0;0;0;2;5;214;29;5;24;0;t2008;2021-10-15
podlaskie;sejneñski;10;5.05;0;0;0;14;3;125;23;10;12;1;t2009;2021-10-15
podlaskie;siemiatycki;11;2.51;0;0;0;16;2;138;38;12;26;0;t2010;2021-10-15
podlaskie;sokólski;21;3.17;0;0;0;26;17;353;72;26;46;0;t2011;2021-10-15
podlaskie;suwalski;6;1.69;0;0;0;19;2;293;35;6;29;0;t2012;2021-10-15
podlaskie;wysokomazowiecki;14;2.47;1;0;1;21;4;440;45;16;29;0;t2013;2021-10-15
podlaskie;zambrowski;6;1.38;0;0;0;13;1;316;49;6;42;1;t2014;2021-10-15
podlaskie;Bia³ystok;140;4.70;0;0;0;319;70;3681;558;149;405;4;t2061;2021-10-15
podlaskie;£om¿a;8;1.27;1;0;1;21;1;337;55;10;45;0;t2062;2021-10-15
podlaskie;Suwa³ki;7;1.00;0;0;0;13;12;376;61;7;54;0;t2063;2021-10-15
pomorskie;bytowski;2;0.25;0;0;0;15;1;333;84;4;80;0;t2201;2021-10-15
pomorskie;chojnicki;3;0.31;0;0;0;13;5;96;106;3;103;0;t2202;2021-10-15
pomorskie;cz³uchowski;1;0.18;0;0;0;3;0;53;42;1;41;0;t2203;2021-10-15
pomorskie;gdañski;8;0.67;0;0;0;29;7;529;103;8;95;0;t2204;2021-10-15
pomorskie;kartuski;4;0.28;0;0;0;15;2;369;135;5;128;2;t2205;2021-10-15
pomorskie;koœcierski;4;0.55;0;0;0;14;8;248;131;4;125;2;t2206;2021-10-15
pomorskie;kwidzyñski;5;0.60;0;0;0;13;0;182;75;6;68;1;t2207;2021-10-15
pomorskie;lêborski;3;0.45;0;0;0;6;3;42;80;3;77;0;t2208;2021-10-15
pomorskie;malborski;7;1.10;0;0;0;10;4;207;91;7;84;0;t2209;2021-10-15
pomorskie;nowodworski;2;0.56;0;0;0;17;1;82;51;2;49;0;t2210;2021-10-15
pomorskie;pucki;4;0.46;0;0;0;6;2;249;83;7;76;0;t2211;2021-10-15
pomorskie;s³upski;11;1.11;0;0;0;14;2;432;97;11;84;2;t2212;2021-10-15
pomorskie;starogardzki;5;0.39;0;0;0;17;1;179;111;6;102;3;t2213;2021-10-15
pomorskie;tczewski;18;1.56;0;0;0;27;3;593;150;18;130;2;t2214;2021-10-15
pomorskie;wejherowski;9;0.41;0;0;0;30;1;469;182;10;171;1;t2215;2021-10-15
pomorskie;sztumski;4;0.97;0;0;0;6;0;27;19;4;15;0;t2216;2021-10-15
pomorskie;Gdañsk;27;0.57;0;0;0;102;38;1888;523;27;493;3;t2261;2021-10-15
pomorskie;Gdynia;4;0.16;1;0;1;35;10;574;195;5;190;0;t2262;2021-10-15
pomorskie;S³upsk;8;0.89;0;0;0;10;0;435;91;8;83;0;t2263;2021-10-15
pomorskie;Sopot;0;0;0;0;0;10;2;91;39;0;39;0;t2264;2021-10-15
œl¹skie;bêdziñski;9;0.61;0;0;0;24;5;240;170;10;160;0;t2401;2021-10-15
œl¹skie;bielski;0;0;0;0;0;16;0;111;98;0;97;1;t2402;2021-10-15
œl¹skie;cieszyñski;4;0.22;0;0;0;22;4;218;122;4;117;1;t2403;2021-10-15
œl¹skie;czêstochowski;1;0.07;0;0;0;7;1;83;94;1;92;1;t2404;2021-10-15
œl¹skie;gliwicki;3;0.26;0;0;0;23;1;199;128;4;124;0;t2405;2021-10-15
œl¹skie;k³obucki;0;0;0;0;0;6;1;81;63;0;63;0;t2406;2021-10-15
œl¹skie;lubliniecki;1;0.13;0;0;0;7;1;87;169;1;168;0;t2407;2021-10-15
œl¹skie;miko³owski;3;0.30;0;0;0;10;2;133;87;3;84;0;t2408;2021-10-15
œl¹skie;myszkowski;4;0.57;0;0;0;19;1;89;67;4;63;0;t2409;2021-10-15
œl¹skie;pszczyñski;1;0.09;0;0;0;6;0;128;67;1;66;0;t2410;2021-10-15
œl¹skie;raciborski;2;0.19;1;0;1;12;7;89;131;3;128;0;t2411;2021-10-15
